Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,nn
Siphonorhis americana,Jamaican Poorwill,jampau,,FALSE,
Siphonorhis brewsteri,Least Poorwill,leapau1,162724221,FALSE,Haitinatteramn
Nyctiphrynus rosenbergi,Choco Poorwill,chopoo1,68286731,FALSE,Choconatteramn
Nyctiphrynus mcleodii,Eared Poorwill,earpoo1,611748042,FALSE,Dusknatteramn
Nyctiphrynus yucatanicus,Yucatan Poorwill,yucpoo1,33207361,FALSE,Yucatánnatteramn
Nyctiphrynus ocellatus,Ocellated Poorwill,ocepoo1,109906321,FALSE,
Phalaenoptilus nuttallii,Common Poorwill,compoo,105772661,FALSE,Dvalenatteramn
Antrostomus vociferus,Eastern Whip-poor-will,easwpw1,340367651,TRUE,
Antrostomus arizonae,Mexican Whip-poor-will,souwpw1,56862,FALSE,Azteknatteramn
Antrostomus noctitherus,Puerto Rican Nightjar,purnig1,204011941,FALSE,Puertoriconatteramn
Antrostomus saturatus,Dusky Nightjar,dusnig1,145214851,FALSE,Costaricanatteramn
Antrostomus ridgwayi,Buff-collared Nightjar,bucnig,56511901,FALSE,Mexiconatteramn
Antrostomus salvini,Tawny-collared Nightjar,tacnig1,4937,FALSE,
AEGOTHELIDAE,Owlet-nightjars,,,FALSE,
Aegotheles savesi,New Caledonian Owlet-nightjar,nconig1,,FALSE,Sotuglesvale
Aegotheles insignis,Feline Owlet-nightjar,feonig1,168273331,FALSE,
Aegotheles tatei,Spangled Owlet-nightjar,spaown1,473427391,FALSE,Prikkuglesvale
Aegotheles crinifrons,Moluccan Owlet-nightjar,molown1,643079423,FALSE,Molukkuglesvale
Aegotheles cristatus,Australian Owlet-nightjar,auonig1,203886691,TRUE,
Aegotheles affinis,Allied Owlet-nightjar,barown2,,FALSE,
Aegotheles bennettii,Barred Owlet-nightjar,barown1,141998,FALSE,
Aegotheles wallacii,Wallace's Owlet-nightjar,waonig1,609065423,FALSE,Vatreuglesvale
Aegotheles archboldi,Archbold's Owlet-nightjar,,,FALSE,
Aegotheles albertisi,Mountain Owlet-nightjar,moonig1,251638781,FALSE,
HEMIPROCNIDAE,Treeswifts,,,FALSE,
Hemiprocne coronata,Crested Treeswift,cretre1,290907811,FALSE,Topptreseglar
Hemiprocne longipennis,Grey-rumped Treeswift,gyrtre1,336872101,FALSE,Topptreseglar
Hemiprocne comata,Whiskered Treeswift,whitre1,282622,TRUE,Dvergtreseglar
Hemiprocne mystacea,Moustached Treeswift,moutre1,197442621,FALSE,Mustasjetreseglar
APODIDAE,Swifts,,,FALSE,
Cypseloides cherriei,Spot-fronted Swift,spfswi1,52504401,FALSE,Kvitflekkseglar
Cypseloides cryptus,White-chinned Swift,whcswi1,284175801,FALSE,
Cypseloides storeri,White-fronted Swift,whfswi1,30085881,FALSE,Mestisseglar
Cypseloides niger,Black Swift,blkswi,365687911,FALSE,Svartseglar
Cypseloides lemosi,White-chested Swift,whcswi2,64300191,FALSE,Kvitbrystseglar
Cypseloides rothschildi,Rothschild' s Swift,rotswi1,618603325,FALSE,Saltaseglar
Cypseloides fumigatus,Sooty Swift,sooswi1,115707,FALSE,
Cypseloides senex,Great Dusky Swift,grdswi1,121697381,FALSE,Fosseseglar
Streptoprocne rutila,Chestnut-collared Swift,chcswi1,204023261,FALSE,Raudhalsseglar
Streptoprocne phelpsi,Tepui Swift,tepswi1,116004271,FALSE,Tepuiseglar
Streptoprocne zonaris,White-collared Swift,whcswi,47631151,FALSE,Halsbandseglar
Streptoprocne biscutata,Biscutate Swift,bisswi1,278593981,FALSE,Skjoldseglar
Streptoprocne semicollaris,White-naped Swift,whnswi1,49212801,FALSE,Kvitnakkeseglar
Mearnsia picina,Philippine Spinetail,phinee1,,FALSE,Kvitvengseglar
Mearnsia novaeguineae,Papuan Spinetail,papnee1,120611331,FALSE,Papuaseglar
Zoonavena grandidieri,Madagascar Spinetail,malspi1,624029003,FALSE,Madagaskarseglar
Zoonavena thomensis,Sao Tome Spinetail,satspi1,,FALSE,Saotomeseglar
Zoonavena sylvatica,White-rumped Spinetail,whrnee1,621898824,FALSE,Hinduseglar
Telecanthura ussheri,Mottled Spinetail,motspi1,625982457,FALSE,Baobabseglar
Telecanthura melanopygia,Black Spinetail,blaspi1,310204,FALSE,Jungelseglar
Rhaphidura leucopygialis,Silver-rumped Spinetail,sirnee1,620983245,FALSE,Sølvgumpseglar
Rhaphidura sabini,Sabine's Spinetail,sabspi1,310206,FALSE,Kvitbukseglar
Neafrapus cassini,Cassin's Spinetail,casspi1,310207,FALSE,Stumpseglar
Neafrapus boehmi,Böhm's Spinetail,balspi1,47075,FALSE,Flaggermusseglar
Chaetura fumosa,Costa Rican Swift,corswi,299896,FALSE,Røykseglar
Chaetura spinicaudus,Band-rumped Swift,barswi,203930961,FALSE,
Chaetura martinica,Lesser Antillean Swift,leaswi1,51048,FALSE,Antillseglar
Chaetura cinereiventris,Grey-rumped Swift,grrswi1,622175190,FALSE,Grågumpseglar
Chaetura egregia,Pale-rumped Swift,parswi1,346321591,FALSE,Selvasseglar
Chaetura vauxi,Vaux's Swift,vauswi,63130,TRUE,
Chaetura pelagica,Chimney Swift,chiswi,527296,TRUE,Skorsteinsseglar
Chaetura chapmani,Chapman's Swift,chaswi2,126853,FALSE,
Chaetura meridionalis,Southern Swift,sicswi1,292766081,FALSE,
Chaetura brachyura,Short-tailed Swift,shtswi1,533583881,FALSE,Korthaleseglar
Hirundapus caudacutus,White-throated Needletail,whtnee,550834681,FALSE,
Hirundapus cochinchinensis,Silver-backed Needletail,sibnee1,175403,FALSE,Sølvryggseglar
Hirundapus giganteus,Brown-backed Needletail,brbnee1,181328281,FALSE,
Hirundapus celebensis,Purple Needletail,purnee1,617604757,FALSE,Glansseglar
Collocalia troglodytes,Pygmy Swiftlet,pygswi2,196942,FALSE,Dvergsalangan
Collocalia linchi,Cave Swiftlet,cavswi2,622323194,FALSE,
Collocalia esculenta,Glossy Swiftlet,gloswi1,119098041,FALSE,
Hydrochous gigas,Waterfall Swift,watswi1,609676941,FALSE,Storsalangan
Aerodramus papuensis,Papuan Swiftlet,papswi1,,FALSE,Papuasalangan
Aerodramus whiteheadi,Whitehead's Swiftlet,whiswi1,,FALSE,
Aerodramus nuditarsus,Bare-legged Swiftlet,balswi1,,FALSE,Nakenbeinsalangan
Aerodramus orientalis,Mayr's Swiftlet,mayswi1,,FALSE,
Aerodramus infuscatus,Moluccan Swiftlet,molswi5,197455321,FALSE,
Aerodramus hirundinaceus,Mountain Swiftlet,mouswi2,119098341,FALSE,Bergsalangan
Aerodramus terraereginae,Australian Swiftlet,ausswi1,611823302,FALSE,Australsalangan
Aerodramus brevirostris,Himalayan Swiftlet,himswi2,537994571,FALSE,
Aerodramus vulcanorum,Volcano Swiftlet,volswi1,,FALSE,Vulkansalangan
Aerodramus maximus,Black-nest Swiftlet,blnswi1,219358,FALSE,
Aerodramus vanikorensis,Uniform Swiftlet,uniswi1,134502351,FALSE,
Aerodramus sawtelli,Atiu Swiftlet,atiswi1,204001521,FALSE,Atiusalangan
Aerodramus leucophaeus,Polynesian Swiftlet,polswi1,,FALSE,
Aerodramus inquietus,Caroline Swiftlet,caiswi1,5509,FALSE,
Aerodramus pelewensis,Palau Swiftlet,palswi1,610012636,FALSE,Palausalangan
Aerodramus bartschi,Mariana Swiftlet,marswi,610224448,FALSE,
Aerodramus mearnsi,Philippine Swiftlet,phiswi1,204002691,FALSE,Filippinarsalangan
Aerodramus spodiopygius,White-rumped Swiftlet,whrswi2,203908261,FALSE,
Aerodramus unicolor,Indian Swiftlet,indswi1,621789548,FALSE,Indiasalangan
Aerodramus francicus,Mascarene Swiftlet,masswi1,72143,FALSE,
Aerodramus elaphrus,Seychelles Swiftlet,seyswi1,310193,FALSE,Seychellsalangan
Aerodramus fuciphagus,Edible-nest Swiftlet,y00731,612513984,FALSE,
Aerodramus salangana,Mossy-nest Swiftlet,monswi2,,FALSE,Sundasalangan
Schoutedenapus myoptilus,Scarce Swift,scaswi1,275795871,FALSE,
Schoutedenapus schoutedeni,Schouteden's Swift,,,FALSE,
Aeronautes saxatilis,White-throated Swift,whtswi,242502201,TRUE,Mesaseglar
Aeronautes montivagus,White-tipped Swift,whtswi1,68827,FALSE,Kvittippseglar
Aeronautes andecolus,Andean Swift,andswi1,589396691,FALSE,Andesseglar
Tachornis phoenicobia,Antillean Palm-swift,anpswi,619397975,FALSE,Karibseglar
Tachornis furcata,Pygmy Swift,pygswi1,82092,FALSE,Zuliaseglar
Tachornis squamata,Fork-tailed Palm-swift,ftpswi1,121300651,FALSE,Moricheseglar
Panyptila sanctihieronymi,Great Swallow-tailed Swift,gstswi1,130501571,FALSE,Storsvaleseglar
Panyptila cayennensis,Lesser Swallow-tailed Swift,lstswi1,409715331,FALSE,Småsvaleseglar
Cypsiurus parvus,African Palm-swift,afpswi1,593006411,FALSE,
Cypsiurus balasiensis,Asian Palm-swift,aspswi1,491383121,FALSE,Asiapalmeseglar
Tachymarptis melba,Alpine Swift,alpswi1,477625571,TRUE,Alpeseglar
Tachymarptis aequatorialis,Mottled Swift,motswi2,591105441,FALSE,Granittseglar
Apus acuticauda,Dark-rumped Swift,darswi1,148938811,FALSE,
Apus pacificus,Pacific Swift,fotswi,619656938,FALSE,
Apus caffer,White-rumped Swift,whrswi1,277258,FALSE,Kvitgumpseglar
Apus batesi,Bates's Swift,batswi1,,FALSE,Kamerunseglar
Apus horus,Horus Swift,horswi1,5992,FALSE,Horusseglar
Apus nipalensis,House Swift,houswi1,73412751,FALSE,Husseglar
Apus affinis,Little Swift,litswi1,81146361,FALSE,
Apus niansae,Nyanza Swift,nyaswi1,31366351,FALSE,Klippeseglar
Apus bradfieldi,Bradfield's Swift,braswi1,277763,FALSE,Namibseglar
Apus barbatus,African Swift,afrswi1,611798673,FALSE,
Apus sladeniae,Fernando Po Swift,,,FALSE,
Apus balstoni,Madagascar Swift,madswi1,501497711,FALSE,Gassarseglar
Apus berliozi,Forbes-Watson's Swift,fowswi1,223164731,FALSE,Somaliseglar
Apus unicolor,Plain Swift,plaswi1,298946681,FALSE,
Apus alexandri,Alexander's Swift,aleswi1,633937763,FALSE,Kappverdeseglar
Apus pallidus,Pallid Swift,palswi3,109549961,FALSE,Gråseglar
Apus apus,Common Swift,comswi,344866661,TRUE,
TROCHILIDAE,Hummingbirds,,,FALSE,
Topaza pella,Crimson Topaz,critop1,451505841,TRUE,
Topaza pyra,Fiery Topaz,fietop1,203979591,FALSE,
Florisuga mellivora,White-necked Jacobin,whnjac1,102605,TRUE,Kvitnakkekolibri
Florisuga fusca,Black Jacobin,blkjac1,343640201,FALSE,Svartkolibri
Eutoxeres aquila,White-tipped Sicklebill,whtsic1,627615456,TRUE,Grønsigderemitt
Eutoxeres condamini,Buff-tailed Sicklebill,butsic1,84876621,FALSE,Rusthalesigderemitt
Ramphodon naevius,Saw-billed Hermit,sabher1,293230,TRUE,Sagnebberemitt
Glaucis dohrnii,Hook-billed Hermit,hobher2,627902763,FALSE,Bahiaeremitt
Glaucis aeneus,Bronzy Hermit,broher,618601473,FALSE,Bronseeremitt
Glaucis hirsutus,Rufous-breasted Hermit,rubher,437142001,TRUE,
Threnetes ruckeri,Band-tailed Barbthroat,batbar1,435781651,FALSE,Bandhaleeremitt
Threnetes leucurus,Pale-tailed Barbthroat,patbar1,84877021,FALSE,
Threnetes niger,Sooty Barbthroat,soobar1,,FALSE,
Anopetia gounellei,Broad-tipped Hermit,brther2,257336011,FALSE,Caatingaeremitt
Phaethornis squalidus,Dusky-throated Hermit,duther1,644743459,FALSE,
Phaethornis rupurumii,Streak-throated Hermit,stther1,389947281,FALSE,Strekstrupeeremitt
Phaethornis longuemareus,Little Hermit,lither2,203930881,FALSE,
Phaethornis aethopygus,Tapajos Hermit,lither3,623453637,FALSE,Mørkstrupeeremitt
Phaethornis idaliae,Minute Hermit,minher1,113278,TRUE,Dvergeremitt
Phaethornis nattereri,Cinnamon-throated Hermit,cither1,330723631,FALSE,Kanelstrupeeremitt
Phaethornis atrimentalis,Black-throated Hermit,bkther1,121287921,FALSE,
Phaethornis striigularis,Stripe-throated Hermit,stther2,591042431,TRUE,Stripestrupeeremitt
Phaethornis griseogularis,Grey-chinned Hermit,gycher1,609812706,FALSE,Gråstrupeeremitt
Phaethornis porcullae,Porculla Hermit,,,FALSE,
Phaethornis ruber,Reddish Hermit,redher1,64905,FALSE,Rusteremitt
Phaethornis stuarti,White-browed Hermit,whbher3,626710111,FALSE,Aymaraeremitt
Phaethornis subochraeus,Buff-bellied Hermit,bubher1,506181131,FALSE,
Phaethornis augusti,Sooty-capped Hermit,socher1,612408043,FALSE,Sotkroneeremitt
Phaethornis pretrei,Planalto Hermit,plaher1,103852,FALSE,Planaltoeremitt
Phaethornis eurynome,Scale-throated Hermit,scther1,112764,FALSE,Skjelstrupeeremitt
Phaethornis anthophilus,Pale-bellied Hermit,pabher1,412425591,FALSE,Lysbukeremitt
Phaethornis hispidus,White-bearded Hermit,whbher1,81006,FALSE,Kvitskjeggeremitt
Phaethornis yaruqui,White-whiskered Hermit,whwher1,80976,FALSE,Kårdeeremitt
Phaethornis guy,Green Hermit,greher1,609061941,FALSE,Grøneremitt
Phaethornis syrmatophorus,Tawny-bellied Hermit,tabher1,288259401,FALSE,Sjaketteremitt
Phaethornis koepckeae,Koepcke's Hermit,koeher1,218198,FALSE,Inkaeremitt
Phaethornis philippii,Needle-billed Hermit,nebher1,235675,FALSE,Nåleremitt
Phaethornis bourcieri,Straight-billed Hermit,stbher1,384679551,FALSE,Floretteremitt
Phaethornis mexicanus,Mexican Hermit,mexher1,556088531,FALSE,Mexicoeremitt
Phaethornis longirostris,Long-billed Hermit,lobher,629888645,TRUE,
Phaethornis baroni,Ecuadorian Hermit,,,FALSE,
Phaethornis superciliosus,Long-tailed Hermit,lother1,113072,FALSE,
Phaethornis malaris,Great-billed Hermit,grbher1,494522731,FALSE,Stornebberemitt
Doryfera ludovicae,Green-fronted Lancebill,grflan1,636562641,FALSE,Grønpannelansenebb
Doryfera johannae,Blue-fronted Lancebill,blflan1,84878371,FALSE,Blåpannelansenebb
Schistes albogularis,Western Wedge-billed Hummingbird,webhum3,611544134,FALSE,Kvithalskilenebb
Schistes geoffroyi,Eastern Wedge-billed Hummingbird,webhum1,304183571,FALSE,
Augastes scutatus,Hyacinth Visorbearer,hyavis1,426540681,TRUE,Hyasintkolibri
Augastes lumachella,Hooded Visorbearer,hoovis2,614635877,FALSE,Visirkolibri
Colibri delphinae,Brown Violet-ear,brvear1,621765447,FALSE,Brunkolibri
Colibri thalassinus,Green Violet-ear,grnvie1,85480051,FALSE,
Colibri coruscans,Sparkling Violet-ear,spvear1,203700921,TRUE,Fioløyrekolibri
Colibri serrirostris,White-vented Violet-ear,wvvear1,6152,FALSE,Kvitgumpkolibri
Androdon aequatorialis,Tooth-billed Hummingbird,tobhum1,539214051,FALSE,Heklenebbkolibri
Heliactin bilophus,Horned Sungem,horsun2,305069431,TRUE,Hornkolibri
Heliothryx barroti,Purple-crowned Fairy,pucfai1,610833638,FALSE,Purpurkronealv
Heliothryx auritus,Black-eared Fairy,bkefai1,302304,TRUE,
Polytmus guainumbi,White-tailed Goldenthroat,whtgol1,353664301,FALSE,Guainumbikolibri
Polytmus milleri,Tepui Goldenthroat,tepgol1,290661,FALSE,Tepuikolibri
Polytmus theresiae,Green-tailed Goldenthroat,grtgol1,469977551,FALSE,Grønkolibri
Chrysolamphis mosquitus,Ruby-topaz Hummingbird,ruthum1,630929509,TRUE,
Avocettula recurvirostris,Fiery-tailed Awlbill,fitawl1,203956901,FALSE,Knaggnebbkolibri
Anthracothorax viridigula,Green-throated Mango,grtman1,70608511,FALSE,Grønstrupemango
Anthracothorax prevostii,Green-breasted Mango,gnbman,562087211,FALSE,
Anthracothorax nigricollis,Black-throated Mango,bltman1,254055231,TRUE,
Anthracothorax veraguensis,Veraguas Mango,verman1,643755024,FALSE,Blåstrupemango
Anthracothorax dominicus,Hispaniolan Mango,antman2,180794601,FALSE,
Anthracothorax aurulentus,Puerto Rucan Mango,antman3,204013561,FALSE,
Anthracothorax viridis,Green Mango,greman1,53883,FALSE,Smaragdmango
Anthracothorax mango,Jamaican Mango,jamman1,203886191,TRUE,Ametystmango
Eulampis holosericeus,Green-throated Carib,grtcar1,463853931,FALSE,Grønkarib
Eulampis jugularis,Purple-throated Carib,putcar1,122618,TRUE,Purpurkarib
Heliangelus mavors,Orange-throated Sunangel,ortsun1,203889901,FALSE,Gyllensolengel
Heliangelus spencei,Merida Sunangel,amtsun4,241823291,FALSE,
Heliangelus clarisse,Longuemare's Sunangel,amtsun2,627935528,FALSE,
Heliangelus amethysticollis,Amethyst-throated Sunangel,amtsun3,69256571,FALSE,
Heliangelus strophianus,Gorgeted Sunangel,gorsun1,242946,FALSE,Blåhalesolengel
Heliangelus exortis,Tourmaline Sunangel,tousun1,553396251,FALSE,
Heliangelus micraster,Little Sunangel,litsun1,21775,FALSE,Gullstrupesolengel
Heliangelus viola,Purple-throated Sunangel,putsun1,471617091,FALSE,Purpurstrupesolengel
Heliangelus regalis,Royal Sunangel,roysun1,510498201,FALSE,Kongesolengel
Heliangelus zusii,Bogota Sunangel,,,FALSE,
Sephanoides sephanoides,Green-backed Firecrown,grbfir1,615770780,FALSE,Eldkronekolibri
Sephanoides fernandensis,Juan Fernandez Firecrown,juffir1,63494541,FALSE,Gullkolibri
Discosura conversii,Green Thorntail,gretho1,203979481,FALSE,Grøntrådstjert
Discosura popelairii,Wire-crested Thorntail,wictho2,509223111,FALSE,Topptrådstjert
Discosura langsdorffi,Black-bellied Thorntail,bkbtho1,165607521,FALSE,Ringtrådstjert
Discosura letitiae,Coppery Thorntail,coptho2,,FALSE,Bronsetrådstjert
Discosura longicaudus,Racquet-tailed Coquette,ratcoq2,,FALSE,Hjartetrådstjert
Lophornis ornatus,Tufted Coquette,tufcoq1,143381851,FALSE,Ornatkokette
Lophornis gouldii,Dot-eared Coquette,doecoq1,361690541,FALSE,Arguskokette
Lophornis magnificus,Frilled Coquette,fricoq1,203977681,FALSE,Viftekokette
Lophornis brachylophus,Short-crested Coquette,shccoq,158849241,FALSE,Øyredobbkokette
Lophornis delattrei,Rufous-crested Coquette,ruccoq1,64360951,TRUE,
Lophornis stictolophus,Spangled Coquette,spacoq1,203930131,FALSE,Paljettkokette
Lophornis chalybeus,Festive Coquette,fescoq3,460903011,FALSE,
Lophornis verreauxi,Butterfly Coquette,fescoq2,610286872,FALSE,
Lophornis pavoninus,Peacock Coquette,peacoq1,,FALSE,Påfuglkokette
Lophornis helenae,Black-crested Coquette,blccoq1,486349691,FALSE,Svarttoppkokette
Lophornis adorabilis,White-crested Coquette,whccoq1,49401981,FALSE,Kvittoppkokette
Phlogophilus hemileucurus,Ecuadorian Piedtail,ecupie1,219926541,FALSE,Ecuadorkolibri
Phlogophilus harterti,Peruvian Piedtail,perpie1,65738441,FALSE,Perukolibri
Adelomyia melanogenys,Speckled Hummingbird,spehum1,92178,TRUE,Flekkolibri
Aglaiocercus kingi,Long-tailed Sylph,lotsyl1,203930051,TRUE,
Aglaiocercus coelestis,Violet-tailed Sylph,vitsyl1,649000331,FALSE,Celestsylfe
Aglaiocercus berlepschi,Venezuelan Sylph,vensyl1,388516961,FALSE,Breihalesylfe
Sappho sparganurus,Red-tailed Comet,retcom1,203961961,TRUE,Kometkolibri
Taphrolesbia griseiventris,Grey-bellied Comet,gybcom1,204012141,FALSE,Gråbukkolibri
Polyonymus caroli,Bronze-tailed Comet,brtcom1,203934231,FALSE,Bronsehalekolibri
Oreotrochilus chimborazo,Ecuadorian Hillstar,ecuhil1,84879381,FALSE,Vulkanoreade
Oreotrochilus estella,Andean Hillstar,andhil3,165577221,FALSE,
Oreotrochilus stolzmanni,Green-headed Hillstar,andhil2,621412844,FALSE,
Oreotrochilus leucopleurus,White-sided Hillstar,whshil1,441591771,FALSE,Punaoreade
Oreotrochilus melanogaster,Black-breasted Hillstar,blbhil1,31743991,FALSE,Svartbrystoreade
Oreotrochilus adela,Wedge-tailed Hillstar,wethil1,84880271,FALSE,Brunoreade
Opisthoprora euryptera,Mountain Avocetbill,mouavo1,613768141,FALSE,Vatrekolibri
Lesbia victoriae,Black-tailed Trainbearer,blttra1,203700851,FALSE,Svartslepkolibri
Lesbia nuna,Green-tailed Trainbearer,grttra1,598051021,FALSE,Grønslepkolibri
Ramphomicron dorsale,Black-backed Thornbill,blbtho1,84880671,FALSE,Svartryggkolibri
Ramphomicron microrhynchum,Purple-backed Thornbill,pubtho1,626786316,FALSE,Purpurryggkolibri
Chalcostigma ruficeps,Rufous-capped Thornbill,ructho1,523108281,FALSE,Brunkronenålkolibri
Chalcostigma olivaceum,Olivaceous Thornbill,olitho1,638017728,FALSE,Olivennålkolibri
Chalcostigma stanleyi,Blue-mantled Thornbill,blmtho1,84880901,FALSE,Koboltnålkolibri
Chalcostigma heteropogon,Bronze-tailed Thornbill,brttho1,540583771,FALSE,Bronsenålkolibri
Chalcostigma herrani,Rainbow-bearded Thornbill,rabtho1,611063220,FALSE,Regnbogenålkolibri
Oxypogon cyanolaemus,Blue-bearded Helmetcrest,bubhel1,303941331,FALSE,Blåskjegghjelmkolibri
Oxypogon lindenii,White-bearded Helmetcrest,whbhel1,391183001,FALSE,Kvitskjegghjelmkolibri
Oxypogon guerinii,Green-bearded Helmetcrest,gnbhel1,384062661,FALSE,
Oxypogon stuebelii,Buffy Helmetcrest,bufhel1,616219697,FALSE,Okerhjelmkolibri
Oreonympha albolimbata,Western Mountaineer,,,FALSE,
Oreonympha nobilis,Eastern Mountaineer,beamou1,509371071,FALSE,Stolakolibri
Metallura iracunda,Perija Metaltail,permet1,556728541,FALSE,Perijametallstjert
Metallura tyrianthina,Tyrian Metaltail,tyrmet1,410603821,FALSE,Andesmetallstjert
Metallura williami,Viridian Metaltail,virmet1,619694911,FALSE,Grønmetallstjert
Metallura baroni,Violet-throated Metaltail,vitmet1,617942177,FALSE,Purpurstrupemetallstjert
Metallura odomae,Neblina Metaltail,nebmet1,84881551,FALSE,Raudstrupemetallstjert
Metallura theresiae,Coppery Metaltail,copmet1,17295,FALSE,Lavametallstjert
Metallura eupogon,Fire-throated Metaltail,fitmet1,195169,FALSE,
Metallura aeneocauda,Scaled Metaltail,scamet1,62954831,FALSE,Skjelmetallstjert
Metallura phoebe,Black Metaltail,blamet1,306137321,FALSE,Bekmetallstjert
Haplophaedia aureliae,Greenish Puffleg,grepuf1,273721781,FALSE,
Haplophaedia assimilis,Buff-thighed Puffleg,butpuf1,613953397,FALSE,Quechuadunfot
Haplophaedia lugens,Hoary Puffleg,hoapuf1,203694061,FALSE,Sørgjedunfot
Eriocnemis nigrivestis,Black-breasted Puffleg,blbpuf3,42406621,FALSE,Svartbrystdunfot
Eriocnemis isabellae,Gorgeted Puffleg,gorpuf1,,FALSE,Juveldunfot
Eriocnemis vestita,Glowing Puffleg,glopuf2,246687,FALSE,Purpurstrupedunfot
Eriocnemis derbyi,Black-thighed Puffleg,bltpuf1,203963601,FALSE,Svartbuksedunfot
Eriocnemis godini,Turquoise-throated Puffleg,tutpuf1,,FALSE,Svartbrystdunfot
Eriocnemis cupreoventris,Coppery-bellied Puffleg,cobpuf1,416567381,FALSE,Koparbukdunfot
Eriocnemis luciani,Sapphire-vented Puffleg,savpuf1,84883511,FALSE,Langhaledunfot
Eriocnemis sapphiropygia,Coppery-naped Puffleg,,,FALSE,
Eriocnemis mosquera,Golden-breasted Puffleg,gobpuf1,25744901,FALSE,Gullbrystdunfot
Eriocnemis glaucopoides,Blue-capped Puffleg,blcpuf1,652361941,FALSE,Blåpannedunfot
Eriocnemis mirabilis,Colorful Puffleg,colpuf2,,FALSE,Regnbogedunfot
Eriocnemis alinae,Emerald-bellied Puffleg,embpuf1,288265441,FALSE,Kvitbrystdunfot
Loddigesia mirabilis,Marvellous Spatuletail,marspa1,84883751,TRUE,Paradiskolibri
Aglaeactis cupripennis,Shinning Sunbeam,shisun1,613305731,TRUE,Koparsolkolibri
Aglaeactis castelnaudii,White-tufted Sunbeam,whtsun1,631432341,FALSE,Paljettsolkolibri
Aglaeactis aliciae,Purple-backed Sunbeam,pubsun1,84884941,FALSE,Spraglesolkolibri
Aglaeactis pamela,Black-hooded Sunbeam,blhsun1,647135282,FALSE,Svartsolkolibri
Coeligena coeligena,Bronzy Inca,broinc1,387654241,FALSE,Bronseinka
Coeligena prunellei,Black Inca,blainc1,300705,FALSE,Svartinka
Coeligena wilsoni,Brown Inca,broinc2,203699391,FALSE,Bruninka
Coeligena conradii,Green Inca,colinc4,617069625,FALSE,
Coeligena torquata,Collared Inca,colinc1,203929941,FALSE,
Coeligena eisenmanni,Vilcabamba Inca,,,FALSE,
Coeligena inca,Gould's Inca,colinc3,646297913,FALSE,
Coeligena dichroura,Huanuco Starfrontlet,,,FALSE,
Coeligena albicaudata,Apurimac Starfrontlet,,,FALSE,
Coeligena osculans,Cuzco Starfrontlet,,,FALSE,
Coeligena violifer,Bolivian Starfrontlet,vitsta1,65278,FALSE,Fiolettstrupeinka
Coeligena iris,Rainbow Starfrontlet,raista1,471606871,FALSE,Regnbogeinka
Coeligena phalerata,White-tailed Starfrontlet,whtsta1,203963541,FALSE,Kvithaleinka
Coeligena orina,Glittering Starfrontlet,dussta1,204007161,FALSE,Oreadeinka
Coeligena lutetiae,Buff-winged Starfrontlet,buwsta1,613767150,FALSE,Opalvenginka
Coeligena consita,Perija Starfrontlet,gobsta2,631573286,FALSE,
Coeligena bonapartei,Golden-bellied Starfrontlet,gobsta1,348554411,FALSE,
Coeligena eos,Golden Starfrontlet,gobsta4,617069693,FALSE,
Coeligena helianthea,Blue-throated Starfrontlet,bltsta1,622757807,FALSE,Rosenbukinka
Lafresnaya lafresnayi,Mountain Velvetbreast,mouvel1,478693941,FALSE,Fløyelsbrystkolibri
Ensifera ensifera,Sword-billed Hummingbird,swbhum1,630687397,TRUE,Sverdkolibri
Pterophanes cyanopterus,Great Sapphirewing,gresap1,242708,FALSE,Safirvengkolibri
Boissonneaua flavescens,Buff-tailed Coronet,butcor1,80839,FALSE,Okerhalekolibri
Boissonneaua matthewsii,Chestnut-breasted Coronet,chbcor1,25848001,FALSE,Kastanjebrystkolibri
Boissonneaua jardini,Velvet-purple Coronet,vepcor1,203699351,FALSE,Perlemorkolibri
Ocreatus underwoodii,Booted Racquet-tail,boorat1,203699311,TRUE,
Urochroa bougueri,Rufous-gaped Hillstar,whthil2,633126098,FALSE,
Urochroa leucura,White-tailed Hillstar,whthil3,494807461,FALSE,Kvithalebergstjerne
Urosticte benjamini,Purple-bibbed Whitetip,pubwhi1,210787651,FALSE,
Urosticte ruficrissa,Rufous-vented Whitetip,ruvwhi1,21621221,FALSE,Rustgumpkolibri
Heliodoxa xanthogonys,Velvet-browed Brilliant,vebbri1,388976741,FALSE,Fløyelsbriljant
Heliodoxa gularis,Pink-throated Brilliant,pitbri1,380307421,FALSE,Rosenstrupebriljant
Heliodoxa branickii,Rufous-webbed Brilliant,ruwbri1,65737051,FALSE,Perubriljant
Heliodoxa whitelyana,Black-breasted Brilliant,,,FALSE,
Heliodoxa aurescens,Gould's Brilliant,goujew1,627805552,FALSE,Raudbrystbriljant
Heliodoxa rubinoides,Fawn-breasted Brilliant,fabbri1,203956401,FALSE,Brunbrystbriljant
Heliodoxa jacula,Green-fronted Brilliant,grcbri1,163948,FALSE,Blåsmykkebriljant
Heliodoxa imperatrix,Empress Brilliant,empbri1,626873747,FALSE,Gaffelbriljant
Heliodoxa leadbeateri,Violet-fronted Brilliant,vifbri1,127814,FALSE,Blåpannebriljant
Clytolaema rubricauda,Brazilian Ruby,brarub1,112700,FALSE,Rubinkolibri
