Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,et
Sericornis citreogularis,Yellow-throated Scrubwren,yetscr1,630963146,FALSE,
Sericornis spilodera,Pale-billed Scrubwren,pabscr1,167040,FALSE,
Sericornis papuensis,Papuan Scrubwren,papscr1,204010951,FALSE,
Sericornis perspicillatus,Buff-faced Scrubwren,bufscr1,203972301,FALSE,
Sericornis rufescens,Vogelkop Scrubwren,vogscr1,622572679,FALSE,
Sericornis arfakianus,Grey-green Scrubwren,,,FALSE,
Sericornis keri,Atherton Scrubwren,athscr1,78535111,FALSE,
Sericornis humilis,Tasmanian Scrubwren,tasscr1,250426831,FALSE,
Sericornis frontalis,White-browed Scrubwren,whbscr1,204002831,FALSE,
Sericornis magnirostra,Large-billed Scrubwren,labscr2,233524,FALSE,
Sericornis beccarii,Tropical Scrubwren,becscr1,203972721,FALSE,
Sericornis nouhuysi,Large Scrubwren,larscr1,627004792,FALSE,
S. n. virgatus,Perplexing Scrubwren,,,FALSE,
Acanthornis magna,Scrubtit,scrubt2,274613011,FALSE,oru-sirilind
Aphelocephala leucopsis,Southern Whiteface,souwhi1,301645121,FALSE,lauk-sirilind
Aphelocephala pectoralis,Chestnut-breasted Whiteface,chbwhi1,203888291,FALSE,pruunvöö-sirilind
Aphelocephala nigricincta,Banded Whiteface,banwhi1,507217201,FALSE,mustvöö-sirilind
Acanthiza cinerea,Grey Thornbill,mouger1,203991621,FALSE,hall-sirilind
Acanthiza chrysorrhoa,Yellow-rumped Thornbill,yertho1,256645301,FALSE,täpiklaup-sirilind
Acanthiza murina,Papuan Thornbill,paptho1,20983,FALSE,mägi-sirilind
Acanthiza nana,Yellow Thornbill,yeltho1,63281511,FALSE,kold-sirilind
Acanthiza lineata,Striated Thornbill,strtho1,310137211,FALSE,triip-sirilind
Acanthiza apicalis,Inland Thornbill,inltho1,101905991,FALSE,mallee-sirilind
Acanthiza ewingii,Tasmanian Thornbill,tastho1,254843701,FALSE,kiripugu-sirilind
Acanthiza pusilla,Brown Thornbill,brotho1,248530531,FALSE,ruskelaup-sirilind
Acanthiza katherina,Mountain Thornbill,moutho1,632277598,FALSE,queenslandi sirilind
Acanthiza robustirostris,Slaty-backed Thornbill,slbtho1,176319381,FALSE,mulga-sirilind
Acanthiza iredalei,Slender-billed Thornbill,slbtho2,434955151,FALSE,maltsa-sirilind
Acanthiza uropygialis,Chestnut-rumped Thornbill,chrtho1,463353141,FALSE,õõne-sirilind
Acanthiza reguloides,Buff-rumped Thornbill,burtho1,301693751,FALSE,eukalüpti-sirilind
Acanthiza inornata,Western Thornbill,westho1,184097811,FALSE,lääne-sirilind
Pardalotus punctatus,Spotted Pardalote,spopar1,255839361,FALSE,täpik-teemantlind
Pardalotus quadragintus,Forty-spotted Pardalote,fospar1,206364541,FALSE,rohe-teemantlind
Pardalotus rubricatus,Red-browed Pardalote,rebpar6,638052542,FALSE,kõnnu-teemantlind
Orthonyx novaeguineae,Papuan Logrunner,norlog1,203986821,FALSE,uusginea kõdulind
Orthonyx spaldingii,Chowchilla,chowch1,33171711,FALSE,suur-kõdulind
POMATOSTOMIDAE,Australasian Babblers,,,FALSE,
ACANTHIZIDAE,Thornbills,,,FALSE,
Garritornis isidorei,Papuan Babbler,negbab1,633475456,FALSE,ruske-määrlind
Pomatostomus temporalis,Grey-crowned Babbler,gycbab1,101314941,FALSE,suur-määrlind
Pomatostomus halli,Hall's Babbler,halbab1,203887451,FALSE,mulga-määrlind
Pomatostomus superciliosus,White-browed Babbler,whbbab3,226263,FALSE,väike-määrlind
Pomatostomus ruficeps,Chestnut-crowned Babbler,chcbab2,203967151,FALSE,vööttiib-määrlind
Pachycare flavogriseum,Goldenface,dwawhi1,166550361,FALSE,
Oreoscopus gutturalis,Fernwren,fernwr1,33163971,FALSE,
Gerygone mouki,Brown Gerygone,broger1,65570541,FALSE,mets-sirilind
Gerygone chrysogaster,Yellow-bellied Gerygone,yebger1,204010721,FALSE,koldkõht-sirilind
Gerygone palpebrosa,Fairy Gerygone,faiger1,650350103,FALSE,habe-sirilind
Gerygone chloronota,Green-backed Gerygone,gnbger1,204010711,FALSE,roheselg-sirilind
Gerygone inornata,Plain Gerygone,plager1,623096546,FALSE,timori sirilind
Gerygone olivacea,White-throated Gerygone,whtger1,67121371,FALSE,valgekurk-sirilind
MOHOUIDAE,Mohouas,,,FALSE,
Mohoua albicilla,Whitehead,whiteh1,203926591,FALSE,poopokatea-pöögilind
Mohoua ochrocephala,Yellowhead,yellow3,190759771,TRUE,moohua-pöögilind
Mohoua novaeseelandiae,Pipipi,pipipi1,383236491,FALSE,piipipi-pöögilind
Cinclosoma castaneothorax,Chestnut-breasted Quail-thrush,cbqthr1,245281781,FALSE,
Cinclosoma alisteri,Nullarbor Quail-thrush,nulqut1,637657381,FALSE,
Cinclosoma cinnamomeum,Cinnamon Quail-thrush,ciqthr1,269130961,FALSE,
Falcunculus leucogaster,Western Shrike-tit,cresht2,650528419,FALSE,
Falcunculus frontatus,Eastern Shrike-tit,cresht1,204021131,FALSE,
Daphoenositta papuensis,Papuan Sittella,varsit1,182863,FALSE,
Daphoenositta chrysoptera,Varied Sittella,varsit8,224992101,FALSE,
Daphoenositta miranda,Black Sittella,blksit1,203972351,FALSE,
PACHYCEPHALIDAE,Whistlers,,,FALSE,
ORIOLIDAE,Old World Orioles,,,FALSE,
Melanorectes nigrescens,Black Pitohui,blapit1,203972291,FALSE,
Coracornis raveni,Maroon-backed Whistler,mabwhi1,650621947,FALSE,
Coracornis sanghirensis,Sangihe Whistler,sansht1,640401920,FALSE,
Pachycephala olivacea,Olive Whistler,oliwhi1,260234671,FALSE,
Pachycephala rufogularis,Red-lored Whistler,relwhi1,643472965,FALSE,
Pachycephala inornata,Gilbert's Whistler,gilwhi1,13953,FALSE,
Pachycephala nudigula,Bare-throated Whistler,batwhi1,203996741,FALSE,
Pachycephala schlegelii,Regent Whistler,regwhi1,700120,FALSE,
Pachycephala soror,Sclater's Whistler,sclwhi1,203972331,FALSE,
Pachycephala caledonica,New Caledonian Whistler,necwhi3,188771,FALSE,
Pachycephala richardsi,Bougainville Hooded Whistler,bohwhi1,630458952,FALSE,
Pachycephala implicata,Guadalcanal Hooded Whistler,guhwhi1,,FALSE,
Pachycephala meyeri,Vogelkop Whistler,vogwhi1,610460380,FALSE,
Pachycephala lorentzi,Lorentz's Whistler,lorwhi1,286291701,FALSE,
Pachycephala modesta,Brown-backed Whistler,brbwhi1,66943231,FALSE,
Pachycephala tenebrosa,Morningbird,mornin1,140117,FALSE,
Pachycephala philippinensis,Yellow-bellied Whistler,yebwhi1,203999991,FALSE,
Pachycephala sulfuriventer,Sulphur-bellied Whistler,subwhi1,32868,FALSE,
Pachycephala hypoxantha,Bornean Whistler,borwhi1,36737,FALSE,
Pachycephala cinerea,Mangrove Whistler,manwhi1,621774159,FALSE,
Pachycephala albiventris,Green-backed Whistler,grbwhi1,618148528,FALSE,
Pachycephala homeyeri,White-vented Whistler,whvwhi1,203894091,FALSE,
Pachycephala teysmanni,Selayar Whistler,rubwhi2,616395726,FALSE,
Pachycephala fulvotincta,Rusty-breasted Whistler,,,FALSE,
Pachycephala phaionota,Island Whistler,islwhi2,615438012,FALSE,
Pachycephala hyperythra,Rusty Whistler,ruswhi1,100419,FALSE,
Pachycephala griseiceps,Brown Whistler,,,FALSE,
Pachycephala simplex,Grey Whistler,grywhi2,203978121,FALSE,
Pachycephala arctitorquis,Wallacean Whistler,walwhi1,203926091,FALSE,
Pachycephala orpheus,Fawn-breasted Whistler,fabwhi1,203921711,FALSE,
Pachycephala griseonota,Drab Whistler,drawhi1,203484991,FALSE,
Pachycephala monacha,Black-headed Whistler,blhwhi1,203490091,FALSE,
Pachycephala leucogastra,White-bellied Whistler,whbwhi1,609065647,FALSE,
Pachycephala rufiventris,Rufous Whistler,rufwhi1,203956791,FALSE,
Pachycephala lanioides,White-breasted Whistler,whbwhi2,428416241,FALSE,
Pachycephala orioloides,Oriole Whistler,oriwhi1,203910141,FALSE,
Pachycephala feminina,Rennell Whistler,renwhi1,203981481,FALSE,
Pachycephala flavifrons,Samoan Whistler,samwhi1,139955,FALSE,
Pachycephala jacquinoti,Tongan Whistler,tonwhi1,203911051,FALSE,
Pachycephala vitensis,Fiji Whistler,,,FALSE,
Pachycephala mentalis,Black-chinned Whistler,bkcwhi1,204013271,FALSE,
Pachycephala par,Banda Sea Whistler,,,FALSE,
Pachycephala pectoralis,Golden Whistler,y01193,245904051,FALSE,
Pachycephala melanura,Black-tailed Whistler,bltwhi1,164365281,FALSE,
Pachycephala aurea,Golden-backed Whistler,gobwhi1,65934,FALSE,
Pseudorectes ferrugineus,Rusty Pitohui,ruspit1,626958845,FALSE,
Pseudorectes incertus,White-bellied Pitohui,whbpit1,251043101,FALSE,
Colluricincla tenebrosa,Sooty Shrike-thrush,soosht1,637359281,FALSE,
Colluricincla megarhyncha,Little Shrike-thrush,litshr31,203970381,FALSE,
Colluricincla boweri,Bower's Shrike-thrush,bowsht1,203989631,FALSE,
Colluricincla harmonica,Grey Shrike-thrush,grysht1,229649,TRUE,
Colluricincla woodwardi,Sandstone Shrike-thrush,sansht2,624932062,FALSE,
Pitohui cerviniventris,Waigeo Pitouhi,varpit4,629570858,FALSE,
Pitohui kirhocephalus,Northern Variable Pitohui,varpit2,204010881,FALSE,eris-mürkpeoleo
Pitohui uropygialis,Southern Variable Pitohui,varpit3,203988011,FALSE,
Pitohui dichrous,Hooded Pitohui,hoopit1,252122061,FALSE,nõlva-mürkpeoleo
Sphecotheres vieilloti,Australasian Figbird,ausfig1,233412,FALSE,austraalia viigipeoleo
Sphecotheres viridis,Timor Figbird,grnfig1,609070585,FALSE,timori viigipeoleo
Sphecotheres hypoleucus,Wetar Figbird,wetfig1,,FALSE,wetari viigipeoleo
†Turnagra tanagra,North Island Piopio,noipio1,,FALSE,
†Turnagra capensis,South Island Piopio,soipio1,,FALSE,
Oriolus sagittatus,Olive-backed Oriole,olbori1,128361,FALSE,tähnikpeoleo
Oriolus phaeochromus,Halmahera Oriole,halori1,203906901,FALSE,halmahera peoleo
Oriolus szalayi,Brown Oriole,broori1,204010831,FALSE,paapua peoleo
Oriolus finschi,Wetar Oriole,timori3,203921651,FALSE,
Oriolus melanotis,Timor Oriole,timori1,168921,FALSE,timori peoleo
Oriolus flavocinctus,Green Oriole,greori1,209384,FALSE,ojapeoleo
Oriolus forsteni,Seram Oriole,serori1,642596851,FALSE,serami peoleo
Oriolus decipiensis,Tanimbar Oriole,burori3,203925851,FALSE,
Oriolus bouroensis,Buru Oriole,burori2,621016514,FALSE,pruunpeoleo
Oriolus xanthonotus,Dark-throated Oriole,datori1,36654,FALSE,väikepeoleo
Oriolus steerii,Philipine Oriole,phiori1,203894601,FALSE,filipiini peoleo
Oriolus albiloris,White-lored Oriole,whlori1,203883241,FALSE,valjaspeoleo
Oriolus isabellae,Isabela Oriole,isaori1,632545494,FALSE,bambusepeoleo
Oriolus hosii,Black Oriole,blaori1,645684969,FALSE,mustpeoleo
Oriolus consanguineus,Black-and-crimson Oriole,bacori1,621774174,FALSE,
Oriolus cruentus,Javan Oriole,bacori3,594154481,FALSE,punalaik-peoleo
Oriolus traillii,Maroon Oriole,marori2,171461991,FALSE,punapeoleo
Oriolus mellanius,Silver Oriole,silori1,629326773,FALSE,
Oriolus xanthornus,Black-hooded Oriole,blhori1,633664171,FALSE,karbuspeoleo
Oriolus brachyrhynchus,Western Black-headed Oriole,wbhori1,51548,FALSE,metspeoleo
Oriolus crassirostris,Sao Tome Oriole,satori1,203963311,FALSE,săo tomé peoleo
Oriolus chlorocephalus,Green-headed Oriole,grhori1,402291821,FALSE,rohepea-peoleo
Oriolus monacha,Ethiopian Black-headed Oriole,dahori1,203944191,FALSE,etioopia peoleo
Oriolus larvatus,Eastern Black-headed Oriole,abhori1,203938521,FALSE,akaatsiapeoleo
Oriolus percivali,Mountain Oriole,bltori1,141396,FALSE,mägipeoleo
Oriolus nigripennis,Black-winged Oriole,blwori1,203972611,FALSE,musttiib-peoleo
Oriolus oriolus,Eurasian Golden Oriole,eugori2,203693751,TRUE,peoleo/mangopeoleo
Oriolus kundoo,Indian Golden Oriole,ingori1,599626161,FALSE,mangopeoleo
Oriolus auratus,African Golden Oriole,afgori2,618493637,FALSE,kuldpeoleo
Oriolus chinensis,Black-naped Oriole,blnori1,611035951,TRUE,maskpeoleo
Oriolus tenuirostris,Slender-billed Oriole,slbori1,623924557,FALSE,salenokk-peoleo
PARAMYTHIIDAE,Painted Berrypeckers,,,FALSE,
Oreocharis arfaki,Tit Berrypecker,titber1,100550,FALSE,
Paramythia olivacea,Western Crested Berrypecker,creber3,,FALSE,
Paramythia montium,Eastern Crested Berrypecker,creber2,100633,FALSE,
OREOICIDAE,Australo-Papuan Bellbirds,,,FALSE,
Aleadryas rufinucha,Rufous-naped Bellbird,runwhi1,204010841,FALSE,
Pitohui cristatus,Piping Bellbird,crepit1,650677989,FALSE,
Oreoica gutturalis,Crested Bellbird,crebel1,13952,FALSE,
PSOPHODIDAE,Whipbirds and Wedgebills,,,FALSE,
Androphobus viridis,Papuan Whipbird,papwhi1,,FALSE,
Psophodes nigrogularis,Western Whipbird,weswhi1,614724532,FALSE,
Psophodes olivaceus,Eastern Whipbird,easwhi1,533146531,TRUE,
Psophodes occidentalis,Chiming Wedgebill,chiwed1,175742201,FALSE,
Psophodes cristatus,Chirruping Wedgebill,chiwed2,464627601,FALSE,
CINCLOSOMATIDAE,Quail-thrushes and Jewel-babblers,,,FALSE,
Ptilorrhoa leucosticta,Spotted Jewel-babbler,spjbab1,203997111,FALSE,
Ptilorrhoa castanonota,Chestnut-backed Jewel-babbler,cbjbab1,167053171,FALSE,
Ptilorrhoa caerulescens,Blue Jewel-babbler,blujeb1,203489751,FALSE,
Ptilorrhoa geislerorum,Dimorphic Jewel-babbler,blujeb2,166663381,FALSE,
Cinclosoma ajax,Painted Quail-thrush,paqthr1,204008861,FALSE,
Cinclosoma punctatum,Spotted Quail-thrush,spqthr1,254633061,FALSE,
Cinclosoma castanotum,Chestnut Quail-thrush,chequt1,203930801,FALSE,
VIREONIDAE,Vireos,,,FALSE,
Pteruthius rufiventer,Black-headed Shrike-babbler,bhsbab1,203904471,FALSE,
Pteruthius aeralatus,White-browed Shrike-babbler,whbshb1,445579281,FALSE,
Pteruthius flaviscapis,Pied Shrike-babbler,wbsbab2,70592,FALSE,
Pteruthius xanthochlorus,Green Shrike-babbler,grsbab1,151150571,FALSE,
Pteruthius melanotis,Black-eared Shrike-babbler,besbab1,423519631,FALSE,
Pteruthius aenobarbus,Chestnut-fronted Shrike-babbler,cfsbab1,70693,FALSE,
Erpornis zantholeuca,White-bellied Erpornis,whbyuh1,203894751,FALSE,
Cyclarhis gujanensis,Rufous-browed Peppershrike,rubpep1,176997781,FALSE,
Cyclarhis nigrirostris,Black-billed Peppershrike,blbpep1,636508534,FALSE,
Hylophilus amaurocephalus,Grey-eyed Greenlet,gyegre1,204013991,FALSE,
Hylophilus poicilotis,Rufous-crowned Greenlet,rucgre1,639288113,FALSE,
Hylophilus olivaceus,Olivaceous Greenlet,oligre1,58835,FALSE,
Hylophilus pectoralis,Ashy-headed Greenlet,ashgre1,321704901,FALSE,
Hylophilus viridiflavus,Yellow-green Greenlet,,,FALSE,
Hylophilus flavipes,Scrub Greenlet,scrgre1,70322,FALSE,
Hylophilus insularis,Tobago Greenlet,,,FALSE,
Hylophilus semicinereus,Grey-chested Greenlet,gycgre1,204022021,FALSE,
Hylophilus thoracicus,Rio de Janeiro Greenlet,lecgre2,464231861,FALSE,
Hylophilus griseiventris,Lemon-chested Greenlet,lecgre2,464231861,FALSE,
Hylophilus brunneiceps,Brown-headed Greenlet,brhgre1,51758421,FALSE,
Vireolanius melitophrys,Chestnut-sided Shrike-vireo,cssvir1,31998161,FALSE,
Vireolanius pulchellus,Green Shrike-vireo,grsvir1,203900661,FALSE,
Vireolanius eximius,Yellow-browed Shrike-vireo,ybsvir1,632732928,FALSE,
Vireolanius leucotis,Slaty-capped Shrike-vireo,scsvir1,46120171,FALSE,
Vireolanius mikettae,Pale-legged Shrike-vireo,,,FALSE,
Tunchiornis ochraceiceps,Tawny-crowned Greenlet,tacgre2,546695641,FALSE,
Tunchiornis luteifrons,Olive-crowned Greenlet,tacgre5,306201631,FALSE,
Pachysylvia hypochrysea,Golden Greenlet,,,FALSE,
Pachysylvia decurtata,Lesser Greenlet,lesgre1,161202191,FALSE,
Pachysylvia hypoxantha,Dusky-capped Greenlet,ducgre1,112876,FALSE,
Pachysylvia muscicapina,Buff-cheeked Greenlet,bucgre1,382892431,FALSE,
Pachysylvia aurantiifrons,Golden-fronted Greenlet,gofgre1,10974,FALSE,
Pachysylvia semibrunnea,Rufous-naped Greenlet,rungre1,31433341,FALSE,
Vireo sclateri,Tepui Vireo,tepgre1,386454201,FALSE,
Vireo philadelphicus,Philadelphia Vireo,phivir,173598,FALSE,kanada virelind
Vireo leucophrys,Brown-capped Vireo,brcvir1,11769,FALSE,pruunselg-virelind
Vireo gilvus,Warbling Vireo,eawvir1,534718,FALSE,
Vireo flavoviridis,Yellow-green Vireo,yegvir,325197691,FALSE,
Vireo magister,Yucatan Vireo,yucvir,174934561,FALSE,yucatani virelind
Vireo olivaceus,Red-eyed Vireo,reevir1,247983971,TRUE,hallkiird-virelind
Vireo altiloquus,Black-Whiskered Vireo,bkwvir,180804691,FALSE,antilli virelind
Vireo gracilirostris,Noronha Vireo,norvir1,203986421,FALSE,noronha virelind
Vireo vicinior,Grey Vireo,gryvir,40629,FALSE,hall-virelind
Vireo huttoni,Hutton's Vireo,hutvir,303264391,FALSE,
Vireo flavifrons,Yellow-throated Vireo,yetvir,79437,FALSE,kuldkurk-virelind
Vireo carmioli,Yellow-winged Vireo,yewvir1,76565,FALSE,kostariika virelind
Vireo masteri,Choco Vireo,chovir1,203979501,FALSE,
Vireo cassini,Cassin's Vireo,casvir,104831061,FALSE,lääne-virelind
Vireo plumbeus,Plumbeous Vireo,plsvir,516696,FALSE,männi-virelind
Vireo solitarius,Blue-headed Vireo,buhvir,11890,FALSE,prill-virelind
Vireo osburni,Blue Mountain Vireo,blmvir1,52141131,FALSE,
Vireo modestus,Jamaican Vireo,jamvir1,203886181,FALSE,vööt-virelind
Vireo nanus,Flat-billed Vireo,flbvir1,203888241,FALSE,haiti virelind
Vireo bellii,Bell's Vireo,belvir,255354531,TRUE,kalda-virelind
Vireo latimeri,Puerto Rican Vireo,purvir1,51003,FALSE,puertoriiko virelind
Vireo brevipennis,Slaty Vireo,slavir1,609103303,FALSE,
Vireo atricapilla,Black-capped Vireo,bkcvir1,147506301,FALSE,mustpea-virelind
Vireo nelsoni,Dwarf Vireo,dwavir1,153253401,FALSE,
Vireo pallens,Mangrove Vireo,manvir1,103367,FALSE,mangroovi-virelind
Vireo caribaeus,San Andreas Vireo,stavir1,562085861,FALSE,sanandrési virelind
Vireo bairdi,Cozumel Vireo,cozvir1,23052,FALSE,cozumeli virelind
Vireo griseus,White-eyed Vireo,whevir,534381,FALSE,võsa-virelind
Vireo crassirostris,Thick-billed Vireo,thbvir,161430121,FALSE,bahama virelind
Vireo gundlachii,Cuban Vireo,cubvir1,203885251,FALSE,kuuba virelind
Pericrocotus divaricatus,Ashy Minivet,ashmin1,613370115,FALSE,ryukyu hundnaagas/põhja-hundnaagas
Pericrocotus tegimae,Ryukyu Minivet,ryumin1,172000721,FALSE,ryukyu hundnaagas
Pericrocotus cantonensis,Brown-rumped Minivet,brrmin1,609066226,FALSE,valgepea-hundnaagas
Pericrocotus roseus,Rosy Minivet,rosmin1,161777571,FALSE,roosarind-hundnaagas
Coracina caeruleogrisea,Stout-billed Cuckooshrike,stbcus1,204008881,FALSE,
Coracina longicauda,Hooded Cuckooshrike,hoocus1,204008891,FALSE,
Coracina temminckii,Cerulean Cuckooshrike,cercus1,233506461,FALSE,
Coracina bicolor,Pied Cuckooshrike,piecus1,203909131,FALSE,
Coracina maxima,Ground Cuckooshrike,grocus1,177419111,FALSE,
Coracina lineata,Barred Cuckooshrike,yeecus1,203983551,FALSE,
Coracina boyeri,Boyer's Cuckooshrike,boycus1,203972701,FALSE,
Coracina novaehollandiae,Black-faced Cuckooshrike,bkfcus1,612909095,FALSE,
Coracina fortis,Buru Cuckooshrike,burcus1,,FALSE,
Coracina personata,Wallacean Cuckooshrike,walcus1,373447011,FALSE,
Coracina welchmani,North Melanesian Cuckooshrike,melcus3,,FALSE,
Coracina caledonica,South Melanesian Cuckooshrike,melcus1,203910481,FALSE,
Coracina striata,Bar-bellied Cuckooshrike,babcus1,203894291,FALSE,
Coracina panayensis,Visayan Cuckooshrike,babcuc5,590958391,FALSE,
Coracina javensis,Large Cuckooshrike,larcuc11,165550941,FALSE,
C. j. javensis,Javan Cuckooshrike,,,FALSE,
Coracina macei,Indian Cuckooshrike,larcuc1,400972091,FALSE,
Coracina dobsoni,Amdaman Cuckooshrike,andcus1,283572,FALSE,
Coracina schistacea,Slaty Cuckooshrike,slacus1,207010671,FALSE,
Coracina leucopygia,White-rumped Cuckooshrike,whrcus1,,FALSE,
Coracina larvata,Sunda Cuckooshrike,suncus1,621154330,FALSE,
Coracina papuensis,White-bellied Cuckooshrike,whbcus1,434967151,FALSE,
C. p. ingens,Manus Cuckooshrike,,,FALSE,
Coracina atriceps,Moluccan Cuckooshrike,molcus1,518190,FALSE,
Ceblepyris cucullatus,Comoro Cuckooshrike,ashcus3,638436033,FALSE,
Ceblepyris cinereus,Madagascar Cuckooshrike,ashcus2,85867,FALSE,
Ceblepyris graueri,Grauer's Cuckooshrike,gracus1,,FALSE,
Ceblepyris pectoralis,White-breasted Cuckooshrike,whbcus2,436095551,FALSE,
Ceblepyris caesius,Grey Cuckooshrike,grycus1,299934541,FALSE,
Campephaga flava,Black Cuckooshrike,blkcus1,511190771,FALSE,
Campephaga petiti,Petit's Cuckooshrike,petcus1,468495711,FALSE,
Campephaga phoenicea,Red-shouldered Cuckooshrike,rescus1,500498981,FALSE,
Campephaga quiscalina,Purple-throated Cuckooshrike,putcus1,645886599,FALSE,
Lobotos lobatus,Western Wattled Cuckooshrike,ghacus1,,FALSE,lääne-sagarnaagas
Lobotos oriolinus,Eastern Wattled Cuckooshrike,oricus1,644353933,FALSE,ida-sagarnaagas
Campochaera sloetii,Golden Cuckooshrike,golcus1,203986961,FALSE,kuldnaagas
Malindangia mcgregori,McGregor's Cuckooshrike,mcgcus1,30137921,FALSE,
Edolisoma anale,New Caledonian Cicadabird,neccus1,203983691,FALSE,
Edolisoma ostentum,White-winged Cicadabird,whwcus1,624943296,FALSE,
Edolisoma coerulescens,Blackish Cicadabird,blacus1,203894341,FALSE,
Edolisoma montana,Black-bellied Cicadabird,bkbcus2,203963131,FALSE,
Edolisoma dohertyi,Sumba Cicadabird,sumcus1,199785231,FALSE,
Edolisoma dispar,Kai Cicadabird,kaicus1,627163493,FALSE,
Edolisoma schisticeps,Grey-headed Cicadabird,gyhcus1,204008911,FALSE,
Edolisoma ceramense,Pale Cicadabird,pagcus1,182296,FALSE,
Edolisoma mindanense,Black-bibbed Cicadabird,bkbcus1,509575941,FALSE,
Edolisoma salomonis,Makira Cicadabird,cicada7,34390291,FALSE,
Edolisoma holopolium,Solomon Cicadabird,soicus1,203932781,FALSE,
Edolisoma pygmaeum,New Georgia Cicadabird,,,FALSE,
Edolisoma morio,Sulawesi Cicadabird,sulcus2,640704912,FALSE,
Edolisoma incertum,Black-shouldered Cicadabird,papcus1,22785,FALSE,
Edolisoma remotum,Melanesian Cicadabird,comcic6,651259767,FALSE,
Edolisoma sula,Sula Cicadabird,sulcus1,,FALSE,
Edolisoma tenuirostre,Slender-billed Cicadabird,cicada1,189719,FALSE,
Edolisoma grayi,Moluccan Cicadabird,nomcic1,,FALSE,
Edolisoma obiense,Obi Cicadabird,comcic20,197441391,FALSE,
Edolisoma meyeri,Geelvink Cicadabird,comcic4,608353791,FALSE,
Edolisoma rostratum,Rossel Cicadabird,comcic5,630458863,FALSE,
Edolisoma monacha,Palau Cicadabird,cicada4,136038561,FALSE,
Edolisoma nesiotis,Yap Cicadabird,cicada5,,FALSE,
Edolisoma insperatum,Pohnpei Cicadabird,cicada3,5545,FALSE,
Edolisoma melas,New Guinea Cuckooshrike,negcus1,204008901,FALSE,
Edolisoma parvulum,Halmahera Cuckooshrike,halcus1,203906661,FALSE,
Celebesica abbotti,Pygmy Cuckooshrike,pygcus1,203913171,FALSE,
Cyanograucalus azureus,Blue Cuckooshrike,blucus1,23343,FALSE,
Lalage maculosa,Polinesian Triller,poltri1,203911011,FALSE,
Lalage sharpei,Samoan Triller,samtri1,139936,FALSE,
Lalage sueurii,White-shouldered Triller,whwtri2,609070404,FALSE,
Lalage leucopyga,Long-tailed Triller,lottri1,203989821,FALSE,
Lalage tricolor,White-winged Triller,whwtri1,267227691,FALSE,
Lalage aurea,Rufous-bellied Triller,rubtri1,203906691,FALSE,
Lalage atrovirens,Black-browed Triller,blbtri1,203963111,FALSE,
Lalage leucoptera,Biak Triller,bkbtri2,203913271,FALSE,
CAMPEPHAGIDAE,Cuckoo-shrikes,,,FALSE,
Pericrocotus erythropygius,White-bellied Minivet,whbmin3,640356339,FALSE,valgetiib-hundnaagas
Pericrocotus albifrons,Jerdon's Minivet,whbmin2,221840,FALSE,birma hundnaagas
Pericrocotus igneus,Fiery Minivet,fiemin1,282789,FALSE,tuli-hundnaagas
Pericrocotus cinnamomeus,Small Minivet,smamin1,326537441,TRUE,väike-hundnaagas
Pericrocotus solaris,Grey-chined Minivet,gycmin1,280825,FALSE,hallpõsk-hundnaagas
Pericrocotus montanus,Grey-throated Minivet,,,FALSE,
Pericrocotus miniatus,Sunda Minivet,sunmin1,554539751,FALSE,kinaver-hundnaagas
Pericrocotus brevirostris,Short-billed Minivet,shbmin2,330090791,FALSE,karmiin-hundnaagas
Pericrocotus lansbergei,Flores Minivet,flomin1,168562,FALSE,väikesunda hundnaagas
Pericrocotus ethologus,Long-tailed Minivet,lotmin1,627703370,FALSE,mägi-hundnaagas
Pericrocotus flammeus,Scarlet Minivet,scamin3,204025051,FALSE,loit-hundnaagas
Lalage moesta,Tanimbar Triller,whbtri1,218261031,FALSE,
Lalage leucomela,Varied Triller,vartri1,640808922,FALSE,
Lalage conjuncta – Mussau Triller,,,,FALSE,
Lalage melanoleuca,Northern Black-and-white Triller,bawtri1,623718255,FALSE,
Lalage minor,Southern Black-and-white Triller,,,FALSE,
Lalage nigra,Pied Triller,pietri1,373471551,FALSE,
Lalage leucopygialis,White-rumped Triller,whrtri1,650619749,FALSE,
Lalage melaschistos,Black-winged Cuckooshrike,bkwcus1,567257891,FALSE,
Lalage melanoptera,Black-headed Cuckooshrike,bkhcus1,325686191,FALSE,
Lalage polioptera,Indochinese Cuckooshrike,indcus1,203912661,FALSE,
Lalage fimbriata,Lesser Cuckooshrike,lescus1,638279893,FALSE,
Lalage typica,Mauritius Cuckooshrike,maucus1,74617,FALSE,
Lalage newtoni,Reunion Cuckooshrike,reucus1,203959531,FALSE,
Prionops rufiventris,Rufous-bellied Helmetshrike,rubhel1,24108971,FALSE,
Prionops retzii,Ret'z Helmetshrike,rethel1,8940,FALSE,
Prionops gabela,Gabela Helmetshrike,anghel1,621505421,FALSE,
Prionops scopifrons,Chestnut-fronted Helmetshrike,chfhel1,203952041,FALSE,
Hemipus picatus,Bar-winged Flycatcher-shrike,bwfshr1,633738187,FALSE,
Hemipus hirundinaceus,Black-winged Flycatcher-shrike,bwfshr2,177926,FALSE,
Tephrodornis sylvicola,Malabar Woodshrike,malwoo1,290908181,FALSE,
Tephrodornis virgatus,Large Woodshrike,larwoo1,204016451,FALSE,
