Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,fi
Gerygone palpebrosa,Fairy Gerygone,faiger1,650350103,FALSE,valkoviiksimaluri
Gerygone chloronota,Green-backed Gerygone,gnbger1,204010711,FALSE,harmaapäämaluri
Gerygone inornata,Plain Gerygone,plager1,623096546,FALSE,timorinkeijumaluri
Gerygone olivacea,White-throated Gerygone,whtger1,67121371,FALSE,valkokurkkumaluri
MOHOUIDAE,Mohouas,,,FALSE,
Mohoua albicilla,Whitehead,whiteh1,203926591,FALSE,
Mohoua ochrocephala,Yellowhead,yellow3,190759771,TRUE,mohua
Mohoua novaeseelandiae,Pipipi,pipipi1,383236491,FALSE,pipipi
Cinclosoma castaneothorax,Chestnut-breasted Quail-thrush,cbqthr1,245281781,FALSE,harjupenkoja
Cinclosoma alisteri,Nullarbor Quail-thrush,nulqut1,637657381,FALSE,aroviiriäistimali
Cinclosoma cinnamomeum,Cinnamon Quail-thrush,ciqthr1,269130961,FALSE,vyöpenkoja
Falcunculus leucogaster,Western Shrike-tit,cresht2,650528419,FALSE,lännentöyhtöviheltäjä
Falcunculus frontatus,Eastern Shrike-tit,cresht1,204021131,FALSE,töyhtöviheltäjä
Daphoenositta papuensis,Papuan Sittella,varsit1,182863,FALSE,papuannakkeli
Daphoenositta chrysoptera,Varied Sittella,varsit8,224992101,FALSE,australiannakkeli
Daphoenositta miranda,Black Sittella,blksit1,203972351,FALSE,tulinakkeli
PACHYCEPHALIDAE,Whistlers,,,FALSE,
ORIOLIDAE,Old World Orioles,,,FALSE,
Melanorectes nigrescens,Black Pitohui,blapit1,203972291,FALSE,mustaisoviheltäjä
Coracornis raveni,Maroon-backed Whistler,mabwhi1,650621947,FALSE,kastanjaselkäviheltäjä
Coracornis sanghirensis,Sangihe Whistler,sansht1,640401920,FALSE,sangihenviheltäjä
Pachycephala olivacea,Olive Whistler,oliwhi1,260234671,FALSE,oliiviviheltäjä
Pachycephala rufogularis,Red-lored Whistler,relwhi1,643472965,FALSE,kultakurkkuviheltäjä
Pachycephala inornata,Gilbert's Whistler,gilwhi1,13953,FALSE,punakurkkuviheltäjä
Pachycephala nudigula,Bare-throated Whistler,batwhi1,203996741,FALSE,floresinviheltäjä
Pachycephala schlegelii,Regent Whistler,regwhi1,700120,FALSE,keltaniskaviheltäjä
Pachycephala soror,Sclater's Whistler,sclwhi1,203972331,FALSE,valkokurkkuviheltäjä
Pachycephala caledonica,New Caledonian Whistler,necwhi3,188771,FALSE,uudenkaledonianviheltäjä
Pachycephala richardsi,Bougainville Hooded Whistler,bohwhi1,630458952,FALSE,
Pachycephala implicata,Guadalcanal Hooded Whistler,guhwhi1,,FALSE,bougainvillenviheltäjä
Pachycephala meyeri,Vogelkop Whistler,vogwhi1,610460380,FALSE,vogelkopvuorenviheltäjä
Pachycephala lorentzi,Lorentz's Whistler,lorwhi1,286291701,FALSE,harmaarintaviheltäjä
Pachycephala modesta,Brown-backed Whistler,brbwhi1,66943231,FALSE,vuoriviheltäjä
Pachycephala tenebrosa,Morningbird,mornin1,140117,FALSE,nokiviheltäjä
Pachycephala philippinensis,Yellow-bellied Whistler,yebwhi1,203999991,FALSE,filippiinienviheltäjä
Pachycephala sulfuriventer,Sulphur-bellied Whistler,subwhi1,32868,FALSE,celebesinviheltäjä
Pachycephala hypoxantha,Bornean Whistler,borwhi1,36737,FALSE,borneonviheltäjä
Pachycephala cinerea,Mangrove Whistler,manwhi1,621774159,FALSE,aasianviheltäjä
Pachycephala albiventris,Green-backed Whistler,grbwhi1,618148528,FALSE,luzoninviheltäjä
Pachycephala homeyeri,White-vented Whistler,whvwhi1,203894091,FALSE,visayasinviheltäjä
Pachycephala teysmanni,Selayar Whistler,rubwhi2,616395726,FALSE,
Pachycephala fulvotincta,Rusty-breasted Whistler,,,FALSE,jaavanviheltäjä
Pachycephala phaionota,Island Whistler,islwhi2,615438012,FALSE,molukkienviheltäjä
Pachycephala hyperythra,Rusty Whistler,ruswhi1,100419,FALSE,harmaalakkiviheltäjä
Pachycephala griseiceps,Brown Whistler,,,FALSE,
Pachycephala simplex,Grey Whistler,grywhi2,203978121,FALSE,harmaaviheltäjä
Pachycephala arctitorquis,Wallacean Whistler,walwhi1,203926091,FALSE,tanimbarinlyijyviheltäjä
Pachycephala orpheus,Fawn-breasted Whistler,fabwhi1,203921711,FALSE,timorinviheltäjä
Pachycephala griseonota,Drab Whistler,drawhi1,203484991,FALSE,molukkienlyijyviheltäjä
Pachycephala monacha,Black-headed Whistler,blhwhi1,203490091,FALSE,arunlyijyviheltäjä
Pachycephala leucogastra,White-bellied Whistler,whbwhi1,609065647,FALSE,kirjolyijyviheltäjä
Pachycephala rufiventris,Rufous Whistler,rufwhi1,203956791,FALSE,lyijyselkäviheltäjä
Pachycephala lanioides,White-breasted Whistler,whbwhi2,428416241,FALSE,rapuviheltäjä
Pachycephala orioloides,Oriole Whistler,oriwhi1,203910141,FALSE,keltakurkkuviheltäjä
Pachycephala feminina,Rennell Whistler,renwhi1,203981481,FALSE,
Pachycephala flavifrons,Samoan Whistler,samwhi1,139955,FALSE,samoanviheltäjä
Pachycephala jacquinoti,Tongan Whistler,tonwhi1,203911051,FALSE,tonganviheltäjä
Pachycephala vitensis,Fiji Whistler,,,FALSE,
Pachycephala mentalis,Black-chinned Whistler,bkcwhi1,204013271,FALSE,mustaleukaviheltäjä
Pachycephala par,Banda Sea Whistler,,,FALSE,timorinviheltäjä (par/compar)
Pachycephala pectoralis,Golden Whistler,y01193,245904051,FALSE,kultavatsaviheltäjä
Pachycephala melanura,Black-tailed Whistler,bltwhi1,164365281,FALSE,mangrovekultaviheltäjä
Pachycephala aurea,Golden-backed Whistler,gobwhi1,65934,FALSE,kultaviheltäjä
Pseudorectes ferrugineus,Rusty Pitohui,ruspit1,626958845,FALSE,isoviheltäjä
Pseudorectes incertus,White-bellied Pitohui,whbpit1,251043101,FALSE,vaaleaisoviheltäjä
Colluricincla tenebrosa,Sooty Shrike-thrush,soosht1,637359281,FALSE,nokiviheltäjä
Colluricincla megarhyncha,Little Shrike-thrush,litshr31,203970381,FALSE,
Colluricincla boweri,Bower's Shrike-thrush,bowsht1,203989631,FALSE,viirurastasviheltäjä
Colluricincla harmonica,Grey Shrike-thrush,grysht1,229649,TRUE,rastasviheltäjä
Colluricincla woodwardi,Sandstone Shrike-thrush,sansht2,624932062,FALSE,maarastasviheltäjä
Pitohui cerviniventris,Waigeo Pitouhi,varpit4,629570858,FALSE,
Pitohui kirhocephalus,Northern Variable Pitohui,varpit2,204010881,FALSE,parvipitohui
Pitohui uropygialis,Southern Variable Pitohui,varpit3,203988011,FALSE,
Pitohui dichrous,Hooded Pitohui,hoopit1,252122061,FALSE,myrkkypitohui
Sphecotheres vieilloti,Australasian Figbird,ausfig1,233412,FALSE,australianviikunansyöjä
Sphecotheres viridis,Timor Figbird,grnfig1,609070585,FALSE,viikunansyöjä
Sphecotheres hypoleucus,Wetar Figbird,wetfig1,,FALSE,wetarinviikunansyöjä
†Turnagra tanagra,North Island Piopio,noipio1,,FALSE,
†Turnagra capensis,South Island Piopio,soipio1,,FALSE,
Oriolus sagittatus,Olive-backed Oriole,olbori1,128361,FALSE,oliivikuhankeittäjä
Oriolus phaeochromus,Halmahera Oriole,halori1,203906901,FALSE,halmaherankuhankeittäjä
Oriolus szalayi,Brown Oriole,broori1,204010831,FALSE,papuankuhankeittäjä
Oriolus finschi,Wetar Oriole,timori3,203921651,FALSE,
Oriolus melanotis,Timor Oriole,timori1,168921,FALSE,timorinkuhankeittäjä
Oriolus flavocinctus,Green Oriole,greori1,209384,FALSE,viherkuhankeittäjä
Oriolus forsteni,Seram Oriole,serori1,642596851,FALSE,seraminkuhankeittäjä
Oriolus decipiensis,Tanimbar Oriole,burori3,203925851,FALSE,
Oriolus bouroensis,Buru Oriole,burori2,621016514,FALSE,burunkuhankeittäjä
Oriolus xanthonotus,Dark-throated Oriole,datori1,36654,FALSE,pikkukuhankeittäjä
Oriolus steerii,Philipine Oriole,phiori1,203894601,FALSE,filippiinienkuhankeittäjä
Oriolus albiloris,White-lored Oriole,whlori1,203883241,FALSE,ohjaskuhankeittäjä
Oriolus isabellae,Isabela Oriole,isaori1,632545494,FALSE,luzoninkuhankeittäjä
Oriolus hosii,Black Oriole,blaori1,645684969,FALSE,borneonkuhankeittäjä
Oriolus consanguineus,Black-and-crimson Oriole,bacori1,621774174,FALSE,
Oriolus cruentus,Javan Oriole,bacori3,594154481,FALSE,naukukuhankeittäjä
Oriolus traillii,Maroon Oriole,marori2,171461991,FALSE,kastanjakuhankeittäjä
Oriolus mellanius,Silver Oriole,silori1,629326773,FALSE,
Oriolus xanthornus,Black-hooded Oriole,blhori1,633664171,FALSE,huppukuhankeittäjä
Oriolus brachyrhynchus,Western Black-headed Oriole,wbhori1,51548,FALSE,huilukuhankeittäjä
Oriolus crassirostris,Sao Tome Oriole,satori1,203963311,FALSE,sãotoménkuhankeittäjä
Oriolus chlorocephalus,Green-headed Oriole,grhori1,402291821,FALSE,sammalkuhankeittäjä
Oriolus monacha,Ethiopian Black-headed Oriole,dahori1,203944191,FALSE,munkkikuhankeittäjä
Oriolus larvatus,Eastern Black-headed Oriole,abhori1,203938521,FALSE,akasiakuhankeittäjä
Oriolus percivali,Mountain Oriole,bltori1,141396,FALSE,savannikuhankeittäjä
Oriolus nigripennis,Black-winged Oriole,blwori1,203972611,FALSE,guineankuhankeittäjä
Oriolus oriolus,Eurasian Golden Oriole,eugori2,203693751,TRUE,kuhankeittäjä/intiankuhankeittäjä
Oriolus kundoo,Indian Golden Oriole,ingori1,599626161,FALSE,intiankuhankeittäjä
Oriolus auratus,African Golden Oriole,afgori2,618493637,FALSE,afrikankuhankeittäjä
Oriolus chinensis,Black-naped Oriole,blnori1,611035951,TRUE,naamiokuhankeittäjä
Oriolus tenuirostris,Slender-billed Oriole,slbori1,623924557,FALSE,burmankuhankeittäjä
PARAMYTHIIDAE,Painted Berrypeckers,,,FALSE,
Oreocharis arfaki,Tit Berrypecker,titber1,100550,FALSE,tiaismarjastaja
Paramythia olivacea,Western Crested Berrypecker,creber3,,FALSE,
Paramythia montium,Eastern Crested Berrypecker,creber2,100633,FALSE,isomarjastaja
OREOICIDAE,Australo-Papuan Bellbirds,,,FALSE,
Aleadryas rufinucha,Rufous-naped Bellbird,runwhi1,204010841,FALSE,punaniskaviheltäjä
Pitohui cristatus,Piping Bellbird,crepit1,650677989,FALSE,töyhtöisoviheltäjä
Oreoica gutturalis,Crested Bellbird,crebel1,13952,FALSE,savannitöyhtöviheltäjä
PSOPHODIDAE,Whipbirds and Wedgebills,,,FALSE,
Androphobus viridis,Papuan Whipbird,papwhi1,,FALSE,papuanvuoripenkoja
Psophodes nigrogularis,Western Whipbird,weswhi1,614724532,FALSE,mustakurkkupenkoja
Psophodes olivaceus,Eastern Whipbird,easwhi1,533146531,TRUE,huittipenkoja
Psophodes occidentalis,Chiming Wedgebill,chiwed1,175742201,FALSE,lymypenkoja
Psophodes cristatus,Chirruping Wedgebill,chiwed2,464627601,FALSE,duettopenkoja
CINCLOSOMATIDAE,Quail-thrushes and Jewel-babblers,,,FALSE,
Ptilorrhoa leucosticta,Spotted Jewel-babbler,spjbab1,203997111,FALSE,helmisinipenkoja
Ptilorrhoa castanonota,Chestnut-backed Jewel-babbler,cbjbab1,167053171,FALSE,kastanjasinipenkoja
Ptilorrhoa caerulescens,Blue Jewel-babbler,blujeb1,203489751,FALSE,sinipenkoja/idänsinipenkoja
Ptilorrhoa geislerorum,Dimorphic Jewel-babbler,blujeb2,166663381,FALSE,idänsinipenkoja
Cinclosoma ajax,Painted Quail-thrush,paqthr1,204008861,FALSE,papuanrastaspenkoja
Cinclosoma punctatum,Spotted Quail-thrush,spqthr1,254633061,FALSE,suomurastaspenkoja
Cinclosoma castanotum,Chestnut Quail-thrush,chequt1,203930801,FALSE,rastaspenkoja
VIREONIDAE,Vireos,,,FALSE,
Pteruthius rufiventer,Black-headed Shrike-babbler,bhsbab1,203904471,FALSE,ruskokuvevireo
Pteruthius aeralatus,White-browed Shrike-babbler,whbshb1,445579281,FALSE,indokiinanvireo
Pteruthius flaviscapis,Pied Shrike-babbler,wbsbab2,70592,FALSE,jaavanvireo
Pteruthius xanthochlorus,Green Shrike-babbler,grsbab1,151150571,FALSE,vuorivireo
Pteruthius melanotis,Black-eared Shrike-babbler,besbab1,423519631,FALSE,sepelhippiäisvireo
Pteruthius aenobarbus,Chestnut-fronted Shrike-babbler,cfsbab1,70693,FALSE,jaavanhippiäisvireo
Erpornis zantholeuca,White-bellied Erpornis,whbyuh1,203894751,FALSE,kultaperävireo
Cyclarhis gujanensis,Rufous-browed Peppershrike,rubpep1,176997781,FALSE,pippurivireo
Cyclarhis nigrirostris,Black-billed Peppershrike,blbpep1,636508534,FALSE,andienpippurivireo
Hylophilus amaurocephalus,Grey-eyed Greenlet,gyegre1,204013991,FALSE,bahianvireo
Hylophilus poicilotis,Rufous-crowned Greenlet,rucgre1,639288113,FALSE,ruskolakkivireo
Hylophilus olivaceus,Olivaceous Greenlet,oligre1,58835,FALSE,sitruunavireo
Hylophilus pectoralis,Ashy-headed Greenlet,ashgre1,321704901,FALSE,tuhkapäävireo
Hylophilus viridiflavus,Yellow-green Greenlet,,,FALSE,pensasvireo (viridiflavus/xuthus)
Hylophilus flavipes,Scrub Greenlet,scrgre1,70322,FALSE,pensasvireo
Hylophilus insularis,Tobago Greenlet,,,FALSE,
Hylophilus semicinereus,Grey-chested Greenlet,gycgre1,204022021,FALSE,harmaarintavireo
Hylophilus thoracicus,Rio de Janeiro Greenlet,lecgre2,464231861,FALSE,oliivivyövireo
Hylophilus griseiventris,Lemon-chested Greenlet,lecgre2,464231861,FALSE,
Hylophilus brunneiceps,Brown-headed Greenlet,brhgre1,51758421,FALSE,rionegronvireo
Vireolanius melitophrys,Chestnut-sided Shrike-vireo,cssvir1,31998161,FALSE,meksikonlepinkäisvireo
Vireolanius pulchellus,Green Shrike-vireo,grsvir1,203900661,FALSE,sininiskavireo
Vireolanius eximius,Yellow-browed Shrike-vireo,ybsvir1,632732928,FALSE,sinilakkivireo
Vireolanius leucotis,Slaty-capped Shrike-vireo,scsvir1,46120171,FALSE,keltalepinkäisvireo
Vireolanius mikettae,Pale-legged Shrike-vireo,,,FALSE,keltalepinkäisvireo (mikettae)
Tunchiornis ochraceiceps,Tawny-crowned Greenlet,tacgre2,546695641,FALSE,
Tunchiornis luteifrons,Olive-crowned Greenlet,tacgre5,306201631,FALSE,
Pachysylvia hypochrysea,Golden Greenlet,,,FALSE,kultavireo
Pachysylvia decurtata,Lesser Greenlet,lesgre1,161202191,FALSE,pikkuvihervireo
Pachysylvia hypoxantha,Dusky-capped Greenlet,ducgre1,112876,FALSE,amazonianvireo
Pachysylvia muscicapina,Buff-cheeked Greenlet,bucgre1,382892431,FALSE,kultarintavireo
Pachysylvia aurantiifrons,Golden-fronted Greenlet,gofgre1,10974,FALSE,vihervireo
Pachysylvia semibrunnea,Rufous-naped Greenlet,rungre1,31433341,FALSE,ruostevireo
Vireo sclateri,Tepui Vireo,tepgre1,386454201,FALSE,tepuivireo
Vireo philadelphicus,Philadelphia Vireo,phivir,173598,FALSE,kanadanvireo
Vireo leucophrys,Brown-capped Vireo,brcvir1,11769,FALSE,andienvireo
Vireo gilvus,Warbling Vireo,eawvir1,534718,FALSE,lavertajavireo
Vireo flavoviridis,Yellow-green Vireo,yegvir,325197691,FALSE,keltaperävireo
Vireo magister,Yucatan Vireo,yucvir,174934561,FALSE,jukataninvireo
Vireo olivaceus,Red-eyed Vireo,reevir1,247983971,TRUE,punasilmävireo
Vireo altiloquus,Black-Whiskered Vireo,bkwvir,180804691,FALSE,viiksivireo
Vireo gracilirostris,Noronha Vireo,norvir1,203986421,FALSE,noronhanvireo
Vireo vicinior,Grey Vireo,gryvir,40629,FALSE,harmaavireo
Vireo huttoni,Hutton's Vireo,hutvir,303264391,FALSE,tammivireo
Vireo flavifrons,Yellow-throated Vireo,yetvir,79437,FALSE,keltarintavireo
Vireo carmioli,Yellow-winged Vireo,yewvir1,76565,FALSE,costaricanvireo
Vireo masteri,Choco Vireo,chovir1,203979501,FALSE,pilvimetsävireo
Vireo cassini,Cassin's Vireo,casvir,104831061,FALSE,harmaapäävireo
Vireo plumbeus,Plumbeous Vireo,plsvir,516696,FALSE,lyijyvireo
Vireo solitarius,Blue-headed Vireo,buhvir,11890,FALSE,silmälasivireo
Vireo osburni,Blue Mountain Vireo,blmvir1,52141131,FALSE,sinipäävireo
Vireo modestus,Jamaican Vireo,jamvir1,203886181,FALSE,oliivivireo
Vireo nanus,Flat-billed Vireo,flbvir1,203888241,FALSE,meksikonpikkuvireo
Vireo bellii,Bell's Vireo,belvir,255354531,TRUE,pajuvireo
Vireo latimeri,Puerto Rican Vireo,purvir1,51003,FALSE,puertoriconvireo
Vireo brevipennis,Slaty Vireo,slavir1,609103303,FALSE,meksikonvireo
Vireo atricapilla,Black-capped Vireo,bkcvir1,147506301,FALSE,teksasinvireo
Vireo nelsoni,Dwarf Vireo,dwavir1,153253401,FALSE,meksikonpikkuvireo
Vireo pallens,Mangrove Vireo,manvir1,103367,FALSE,mangrovevireo
Vireo caribaeus,San Andreas Vireo,stavir1,562085861,FALSE,sanandrésinvireo
Vireo bairdi,Cozumel Vireo,cozvir1,23052,FALSE,cozumelinvireo
Vireo griseus,White-eyed Vireo,whevir,534381,FALSE,valkosilmävireo
Vireo crassirostris,Thick-billed Vireo,thbvir,161430121,FALSE,paksunokkavireo
Vireo gundlachii,Cuban Vireo,cubvir1,203885251,FALSE,kuubanvireo
Pericrocotus divaricatus,Ashy Minivet,ashmin1,613370115,FALSE,nokiminivetti/tuhkaminivetti
Pericrocotus tegimae,Ryukyu Minivet,ryumin1,172000721,FALSE,nokiminivetti
Pericrocotus cantonensis,Brown-rumped Minivet,brrmin1,609066226,FALSE,kiinanminivetti
Pericrocotus roseus,Rosy Minivet,rosmin1,161777571,FALSE,ruusuminivetti
Coracina caeruleogrisea,Stout-billed Cuckooshrike,stbcus1,204008881,FALSE,naukukäpinkäinen
Coracina longicauda,Hooded Cuckooshrike,hoocus1,204008891,FALSE,huppukäpinkäinen
Coracina temminckii,Cerulean Cuckooshrike,cercus1,233506461,FALSE,celebesinkäpinkäinen
Coracina bicolor,Pied Cuckooshrike,piecus1,203909131,FALSE,munasaarenkäpinkäinen
Coracina maxima,Ground Cuckooshrike,grocus1,177419111,FALSE,maakäpinkäinen
Coracina lineata,Barred Cuckooshrike,yeecus1,203983551,FALSE,keltasilmäkäpinkäinen
Coracina boyeri,Boyer's Cuckooshrike,boycus1,203972701,FALSE,rusokainalokäpinkäinen
Coracina novaehollandiae,Black-faced Cuckooshrike,bkfcus1,612909095,FALSE,naamiokäpinkäinen
Coracina fortis,Buru Cuckooshrike,burcus1,,FALSE,burunkäpinkäinen
Coracina personata,Wallacean Cuckooshrike,walcus1,373447011,FALSE,itäsundankäpinkäinen
Coracina welchmani,North Melanesian Cuckooshrike,melcus3,,FALSE,salomoninharmaakäpinkäinen
Coracina caledonica,South Melanesian Cuckooshrike,melcus1,203910481,FALSE,vanuatunharmaakäpinkäinen
Coracina striata,Bar-bellied Cuckooshrike,babcus1,203894291,FALSE,juovakäpinkäinen
Coracina panayensis,Visayan Cuckooshrike,babcuc5,590958391,FALSE,
Coracina javensis,Large Cuckooshrike,larcuc11,165550941,FALSE,jaavankäpinkäinen
C. j. javensis,Javan Cuckooshrike,,,FALSE,
Coracina macei,Indian Cuckooshrike,larcuc1,400972091,FALSE,
Coracina dobsoni,Amdaman Cuckooshrike,andcus1,283572,FALSE,andamaanienkäpinkäinen
Coracina schistacea,Slaty Cuckooshrike,slacus1,207010671,FALSE,liuskekäpinkäinen
Coracina leucopygia,White-rumped Cuckooshrike,whrcus1,,FALSE,valkoperäkäpinkäinen
Coracina larvata,Sunda Cuckooshrike,suncus1,621154330,FALSE,sundanvuorikäpinkäinen
Coracina papuensis,White-bellied Cuckooshrike,whbcus1,434967151,FALSE,papuankäpinkäinen
C. p. ingens,Manus Cuckooshrike,,,FALSE,
Coracina atriceps,Moluccan Cuckooshrike,molcus1,518190,FALSE,molukkienkäpinkäinen
Ceblepyris cucullatus,Comoro Cuckooshrike,ashcus3,638436033,FALSE,
Ceblepyris cinereus,Madagascar Cuckooshrike,ashcus2,85867,FALSE,madagaskarinkäpinkäinen
Ceblepyris graueri,Grauer's Cuckooshrike,gracus1,,FALSE,kongonharmaakäpinkäinen
Ceblepyris pectoralis,White-breasted Cuckooshrike,whbcus2,436095551,FALSE,valkovatsakäpinkäinen
Ceblepyris caesius,Grey Cuckooshrike,grycus1,299934541,FALSE,afrikanharmaakäpinkäinen
Campephaga flava,Black Cuckooshrike,blkcus1,511190771,FALSE,akasiakäpinkäinen
Campephaga petiti,Petit's Cuckooshrike,petcus1,468495711,FALSE,sademetsäkäpinkäinen
Campephaga phoenicea,Red-shouldered Cuckooshrike,rescus1,500498981,FALSE,afrikanmustakäpinkäinen
Campephaga quiscalina,Purple-throated Cuckooshrike,putcus1,645886599,FALSE,purppurakäpinkäinen
Lobotos lobatus,Western Wattled Cuckooshrike,ghacus1,,FALSE,lännenkäpinkäinen
Lobotos oriolinus,Eastern Wattled Cuckooshrike,oricus1,644353933,FALSE,alankokäpinkäinen
Campochaera sloetii,Golden Cuckooshrike,golcus1,203986961,FALSE,kultakäpinkäinen
Malindangia mcgregori,McGregor's Cuckooshrike,mcgcus1,30137921,FALSE,mindanaonkäpinkäinen
Edolisoma anale,New Caledonian Cicadabird,neccus1,203983691,FALSE,uudenkaledoniankäpinkäinen
Edolisoma ostentum,White-winged Cicadabird,whwcus1,624943296,FALSE,panaynkäpinkäinen
Edolisoma coerulescens,Blackish Cicadabird,blacus1,203894341,FALSE,luzoninkäpinkäinen
Edolisoma montana,Black-bellied Cicadabird,bkbcus2,203963131,FALSE,
Edolisoma dohertyi,Sumba Cicadabird,sumcus1,199785231,FALSE,sumbankäpinkäinen
Edolisoma dispar,Kai Cicadabird,kaicus1,627163493,FALSE,kainkäpinkäinen
Edolisoma schisticeps,Grey-headed Cicadabird,gyhcus1,204008911,FALSE,tuhkakäpinkäinen
Edolisoma ceramense,Pale Cicadabird,pagcus1,182296,FALSE,seraminkäpinkäinen
Edolisoma mindanense,Black-bibbed Cicadabird,bkbcus1,509575941,FALSE,filippiinienkäpinkäinen
Edolisoma salomonis,Makira Cicadabird,cicada7,34390291,FALSE,makirankäpinkäinen
Edolisoma holopolium,Solomon Cicadabird,soicus1,203932781,FALSE,salomoninkäpinkäinen
Edolisoma pygmaeum,New Georgia Cicadabird,,,FALSE,
Edolisoma morio,Sulawesi Cicadabird,sulcus2,640704912,FALSE,sangihenkäpinkäinen
Edolisoma incertum,Black-shouldered Cicadabird,papcus1,22785,FALSE,mustaolkakäpinkäinen
Edolisoma remotum,Melanesian Cicadabird,comcic6,651259767,FALSE,bismarckinkäpinkäinen
Edolisoma sula,Sula Cicadabird,sulcus1,,FALSE,sulankäpinkäinen
Edolisoma tenuirostre,Slender-billed Cicadabird,cicada1,189719,FALSE,kaitanokkakäpinkäinen
Edolisoma grayi,Moluccan Cicadabird,nomcic1,,FALSE,
Edolisoma obiense,Obi Cicadabird,comcic20,197441391,FALSE,
Edolisoma meyeri,Geelvink Cicadabird,comcic4,608353791,FALSE,
Edolisoma rostratum,Rossel Cicadabird,comcic5,630458863,FALSE,
Edolisoma monacha,Palau Cicadabird,cicada4,136038561,FALSE,
Edolisoma nesiotis,Yap Cicadabird,cicada5,,FALSE,
Edolisoma insperatum,Pohnpei Cicadabird,cicada3,5545,FALSE,
Edolisoma melas,New Guinea Cuckooshrike,negcus1,204008901,FALSE,mustakäpinkäinen
Edolisoma parvulum,Halmahera Cuckooshrike,halcus1,203906661,FALSE,halmaherankäpinkäinen
Celebesica abbotti,Pygmy Cuckooshrike,pygcus1,203913171,FALSE,celebesinvuorikäpinkäinen
Cyanograucalus azureus,Blue Cuckooshrike,blucus1,23343,FALSE,sinikäpinkäinen
Lalage maculosa,Polinesian Triller,poltri1,203911011,FALSE,polynesianlivertäjä
Lalage sharpei,Samoan Triller,samtri1,139936,FALSE,samoanlivertäjä
Lalage sueurii,White-shouldered Triller,whwtri2,609070404,FALSE,ruohikkolivertäjä
Lalage leucopyga,Long-tailed Triller,lottri1,203989821,FALSE,pitkäpyrstölivertäjä
Lalage tricolor,White-winged Triller,whwtri1,267227691,FALSE,ruohikkolivertäjä
Lalage aurea,Rufous-bellied Triller,rubtri1,203906691,FALSE,punavatsalivertäjä
Lalage atrovirens,Black-browed Triller,blbtri1,203963111,FALSE,naurulivertäjä
Lalage leucoptera,Biak Triller,bkbtri2,203913271,FALSE,
CAMPEPHAGIDAE,Cuckoo-shrikes,,,FALSE,
Pericrocotus erythropygius,White-bellied Minivet,whbmin3,640356339,FALSE,valkosiipiminivetti
Pericrocotus albifrons,Jerdon's Minivet,whbmin2,221840,FALSE,
Pericrocotus igneus,Fiery Minivet,fiemin1,282789,FALSE,tuliminivetti
Pericrocotus cinnamomeus,Small Minivet,smamin1,326537441,TRUE,pikkuminivetti
Pericrocotus solaris,Grey-chined Minivet,gycmin1,280825,FALSE,harmaaposkiminivetti
Pericrocotus montanus,Grey-throated Minivet,,,FALSE,harmaaposkiminivetti (montanus/cinereigula)
Pericrocotus miniatus,Sunda Minivet,sunmin1,554539751,FALSE,sundanminivetti
Pericrocotus brevirostris,Short-billed Minivet,shbmin2,330090791,FALSE,lyhytnokkaminivetti
Pericrocotus lansbergei,Flores Minivet,flomin1,168562,FALSE,floresinminivetti
Pericrocotus ethologus,Long-tailed Minivet,lotmin1,627703370,FALSE,liekkiminivetti
Pericrocotus flammeus,Scarlet Minivet,scamin3,204025051,FALSE,pilkkaminivetti
Lalage moesta,Tanimbar Triller,whbtri1,218261031,FALSE,tanimbarinlivertäjä
Lalage leucomela,Varied Triller,vartri1,640808922,FALSE,sademetsälivertäjä
Lalage conjuncta – Mussau Triller,,,,FALSE,
Lalage melanoleuca,Northern Black-and-white Triller,bawtri1,623718255,FALSE,filippiinienlivertäjä
Lalage minor,Southern Black-and-white Triller,,,FALSE,
Lalage nigra,Pied Triller,pietri1,373471551,FALSE,kurnulivertäjä
Lalage leucopygialis,White-rumped Triller,whrtri1,650619749,FALSE,valkoperälivertäjä
Lalage melaschistos,Black-winged Cuckooshrike,bkwcus1,567257891,FALSE,kiinanlivertäjä
Lalage melanoptera,Black-headed Cuckooshrike,bkhcus1,325686191,FALSE,mustapäälivertäjä
Lalage polioptera,Indochinese Cuckooshrike,indcus1,203912661,FALSE,indokiinanlivertäjä
Lalage fimbriata,Lesser Cuckooshrike,lescus1,638279893,FALSE,sundanlivertäjä
Lalage typica,Mauritius Cuckooshrike,maucus1,74617,FALSE,mauritiuksenlivertäjä
Lalage newtoni,Reunion Cuckooshrike,reucus1,203959531,FALSE,réunioninlivertäjä
Prionops rufiventris,Rufous-bellied Helmetshrike,rubhel1,24108971,FALSE,rusovatsalepinkäinen
Prionops retzii,Ret'z Helmetshrike,rethel1,8940,FALSE,punanokkalepinkäinen
Prionops gabela,Gabela Helmetshrike,anghel1,621505421,FALSE,angolanlepinkäinen
Prionops scopifrons,Chestnut-fronted Helmetshrike,chfhel1,203952041,FALSE,rusko-otsalepinkäinen
Hemipus picatus,Bar-winged Flycatcher-shrike,bwfshr1,633738187,FALSE,sieppokäpinkäinen
Hemipus hirundinaceus,Black-winged Flycatcher-shrike,bwfshr2,177926,FALSE,sundansieppokäpinkäinen
Tephrodornis sylvicola,Malabar Woodshrike,malwoo1,290908181,FALSE,
