Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,de
Lipaugus vociferans,Screaming Piha,scrpih1,109968,TRUE,Schreikotinga
Lipaugus weberi,Chestnut-capped Piha,chcpih1,203965301,FALSE,Braunkappenkotinga
Lipaugus fuscocinereus,Dusky Piha,duspih1,204023361,FALSE,Graukotinga
Lipaugus uropygialis,Scimitar-winged Piha,scwpih1,307368,FALSE,Rotbürzelkotinga
Procnias albus,White Bellbird,whibel2,62824,FALSE,Einlappenkotinga
Procnias tricarunculatus,Three-wattled Bellbird,thwbel,360756721,FALSE,Dreilappenkotinga
Procnias nudicollis,Bare-throated Bellbird,batbel1,115299,FALSE,Nacktgesichtkotinga
Procnias averano,Bearded Bellbird,beabel1,7286,FALSE,Bartkotinga
Cotinga maynana,Plum-throated Cotinga,pltcot1,108214041,FALSE,Veilchenkehlkotinga
Cotinga cayana,Spangled Cotinga,spacot1,255359,FALSE,Türkiskotinga
Cotinga amabilis,Lovely Cotinga,lovcot1,297385321,FALSE,Azurkotinga
Cotinga nattererii,Blue Cotinga,blucot1,127429841,FALSE,Prachtkotinga
Cotinga ridgwayi,Turquoise Cotinga,turcot1,225341171,FALSE,Ridgwaykotinga
Cotinga maculata,Banded Cotinga,bancot1,,FALSE,Kobaltkotinga
Cotinga cotinga,Purple-breasted Cotinga,pubcot1,126725,FALSE,Purpurlatzkotinga
Porphyrolaema porphyrolaema,Purple-throated Cotinga,putcot1,31739,FALSE,Purpurkehlkotinga
Conioptilon mcilhennyi,Black-faced Cotinga,blfcot1,479717291,FALSE,Schwarzgesichtkotinga
Gymnoderus foetidus,Bare-necked Fruitcrow,banfru1,55850,FALSE,Nackthalskotinga
Xipholena punicea,Pompadour Cotinga,pomcot1,39446,FALSE,Pompadourkotinga
Xipholena lamellipennis,White-tailed Cotinga,whtcot1,428564911,FALSE,Weißschwanzkotinga
Xipholena atropurpura,White-winged Cotinga,whwcot1,614871747,FALSE,
Carpodectes hopkei,Black-tipped Cotinga,bltcot1,245912,FALSE,Schwarzfleckenkotinga
Carpodectes antoniae,Yellow-billed Cotinga,yebcot1,,FALSE,Gelbschnabelkotinga
Carpodectes nitidus,Snowy Cotinga,snocot1,,FALSE,Grauscheitelkotinga
Pachyramphus validus,Crested Becard,crebec1,618962106,FALSE,Schopfbekarde
Pachyramphus surinamus,Glossy-backed Becard,glbbec1,203918941,FALSE,Weißbauchbekarde
Pachyramphus cinnamomeus,Cinnamon Becard,cinbec1,184774,FALSE,Zimtbekarde
Pachyramphus castaneus,Chestnut-crowned Becard,chcbec1,62573,FALSE,Graunackenbekarde
Pachyramphus uropygialis,Western Grey-collared Becard,,,FALSE,
Pachyramphus major,Eastern Grey-collared Becard,grcbec1,32239161,FALSE,Schwarzrückenbekarde
Pachyramphus marginatus,Black-capped Becard,blcbec1,372074341,FALSE,Streifenrückenbekarde
Pachyramphus polychopterus,White-winged Becard,whwbec1,7272,FALSE,Weißbindenbekarde
Pachyramphus albogriseus,Black-and-white Becard,bawbec7,558676841,FALSE,Graurückenbekarde
Schiffornis major,Varzea Schiffornis,varsch1,29276,FALSE,Rostbekarde
Schiffornis virescens,Greenish Schiffornis,gresch2,19354,FALSE,Olivbekarde
Schiffornis olivacea,Olivaceous Mourner,thlsch7,306731531,FALSE,Guyanabekarde
Schiffornis stenorhyncha,Russet-winged Mourner,thlsch4,65798,FALSE,Rostflügelbekarde
Schiffornis turdina,Brown-winged Mourner,thlsch3,87826,FALSE,Drosselbekarde
Schiffornis aenea,Foothill Mourner,thlsch8,79747,FALSE,Braunrückenbekarde
Schiffornis veraepacis,Northern Mourner,thlsch2,162409561,FALSE,Trauerbekarde
Laniocera rufescens,Speckled Mourner,spemou1,616285718,FALSE,Rötelbekarde
Laniocera hypopyrra,Cinereous Mourner,cinmou1,364636701,FALSE,Tropfenflügelbekarde
Laniisoma buckleyi,Andean Mourner,shlcot2,609417579,FALSE,Gelbkehlbekarde
Laniisoma elegans,Elegant Mourner,shlcot3,238437151,FALSE,Wellenbauchbekarde
TYRANNIDAE,Tyrant-flycatchers,,,FALSE,
Calyptura cristata,Kinglet Calyptura,kincal1,,FALSE,Goldhähnchentyrann
Neopipo cinnamomea,Cinnamon Tyrant,cinmat1,203934151,FALSE,Zimtbauchtyrann
Platyrinchus saturatus,Cinnamon-crested Spadebill,cicspa1,126818,FALSE,Zimtkopf-Spatelschnabeltyrann
Platyrinchus cancrominus,Stub-tailed Spadebill,sttspa1,184563481,FALSE,Kurzschwanz-Spatelschnabeltyrann
Platyrinchus albogularis,Western White-throated Spadebill,,,FALSE,Gelbscheitel-Spatelschnabeltyrann [albogularis-Gruppe]
Platyrinchus mystaceus,EasternWhite-throated Spadebill,whtspa1,57925,FALSE,Gelbscheitel-Spatelschnabeltyrann
Platyrinchus coronatus,Golden-crowned Spadebill,gocspa1,388745341,FALSE,Goldkappen-Spatelschnabeltyrann
Platyrinchus flavigullaris,Yellow-throated Spadebill,yetspa1,203933871,FALSE,
Platyrinchus platyrhynchos,White-crested Spadebill,whcspa1,388347741,FALSE,Silberkopf-Spatelschnabeltyrann
Platyrinchus leucoryphus,Russet-winged Spadebill,ruwspa1,621962303,FALSE,Rostflügel-Spatelschnabeltyrann
Piprites griseiceps,Grey-headed Piprites,grhpip1,264351871,FALSE,Graustirn-Pipratyrann
Piprites chloris,Wing-barred Piprites,wibpip1,383797341,FALSE,Gelbzügel-Pipratyrann
Piprites pileata,Black-capped Piprites,bkcpip1,38220841,FALSE,Zimtpipratyrann
Tachuris rubrigastra,Many-colored Rush-tyrant,mcrtyr1,237506,FALSE,Vielfarben-Tachurityrann
Pseudotriccus pelzelni,Bronze-olive Pygmy-tyrant,boptyr1,21622561,FALSE,Bronzeolivtyrann
Pseudotriccus simplex,Hazel-fronted Pygmy-tyrant,hfptyr1,455422401,FALSE,Roststirntyrann
Pseudotriccus ruficeps,Rufous-headed Pygmy-tyrant,rhptyr1,203701061,FALSE,Rotkopftyrann
Corythopis torqatus,Ringed Antpipit,rinant2,203931121,FALSE,
Corythopis delalandi,Southern Antpipit,souant1,312754371,FALSE,Schwarzbrusttyrann
Phylloscartes flavovirens,Yellow-green Tyrannulet,yegtyr1,632838754,FALSE,Panamalaubtyrann
Phylloscartes ventralis,Mottle-cheeked Tyrannulet,moctyr2,384557511,FALSE,Olivgelb-Laubtyrann
Phylloscartes virescens,Olive-green Tyrannulet,olgtyr1,127386,FALSE,Guyanalaubtyrann
Phylloscartes beckeri,Bahia Tyrannulet,bahtyr1,484453261,FALSE,Bahialaubtyrann
Phylloscartes kronei,Restinga Tyrannulet,restyr1,203983081,FALSE,Uferlaubtyrann
Phylloscartes gualaquisae,Ecuadorian Tyrannulet,ecutyr1,203698911,FALSE,
Phylloscartes nigrifrons,Black-fronted Tyrannulet,blftyr1,364606381,FALSE,Schwarzstirn-Laubtyrann
Phylloscartes ceciliae,Alagoas Tyrannulet,alatyr1,102760,FALSE,Alagoaslaubtyrann
Phylloscartes superciliaris,Rufous-browed Tyrannulet,rubtyr1,204023421,FALSE,Weißwangen-Laubtyrann
Phylloscartes flaviventris,Rufous-lored Tyrannulet,rultyr1,384354991,FALSE,Rostzügel-Laubtyrann
Phylloscartes parkeri,Cinnamon-faced Tyrannulet,ciftyr1,147404,FALSE,Zimtgesicht-Laubtyrann
Phylloscartes roquettei,Minas Gerais Tyrannulet,migtyr1,124413241,FALSE,Gelbbürzel-Laubtyrann
Phylloscartes paulista,Sao Paulo Tyrannulet,,,FALSE,Zwerglaubtyrann
Phylloscartes oustaleti,Oustalet's Tyrannulet,oustyr1,203979401,FALSE,Gelbohr-Laubtyrann
Phylloscartes difficilis,Serra do Mar Tyrannulet,,,FALSE,Olivgrau-Laubtyrann
Phylloscartes sylviolus,Bay-ringed Tyrannulet,bartyr1,203701101,FALSE,Rostring-Laubtyrann
Pogonotriccus poecilotis,Variegated Bristle-tyrant,vabtyr1,525490541,FALSE,Zimtbinden-Laubtyrann
Pogonotriccus chapmani,Chapman's Bristle-tyrant,chabrt1,437287661,FALSE,Olivkappen-Laubtyrann
Pogonotriccus ophthalmicus,Marble-faced Bristle-tyrant,mfbtyr1,203932201,FALSE,Schwarzohr-Laubtyrann
Pogonotriccus venezuelanus,Venezuelan Bristle -tyrant,vebtyr2,383315341,FALSE,Karibiklaubtyrann
Pogonotriccus lanyoni,Antioquia Bristle-tyrant,anbtyr1,203951171,FALSE,Antioquialaubtyrann
Pogonotriccus orbitalis,Spectacled Bristle-tyrant,spbtyr1,217074071,FALSE,Augenring-Laubtyrann
Pogonotriccus eximius,Southern Bristle-tyrant,sobtyr2,28672461,FALSE,Weißzügel-Laubtyrann
Mionectes striaticollis,Streak-necked Flycatcher,stnfly1,608680085,FALSE,Graukappen-Pipratyrann
Mionectes olivaceus,Olive-streaked Flycatcher,olsfly2,351046381,FALSE,Olivkopf-Pipratyrann
Mionectes galbinus,Olive-striped Flycatcher,olsfly1,387407371,FALSE,Olivkopf-Pipratyrann [galbinus-Gruppe]
Mionectes oleagineus,Ochre-bellied Flycatcher,ocbfly1,385191351,FALSE,Ockerbauch-Pipratyrann
Mionectes macconnelli,McConnell's Flycatcher,mccfly1,388736881,FALSE,Schwarzschnabel-/Tepuipipratyrann
Mionectes roraimae,Sierra de Lema Flycatcher,mccfly3,369489311,FALSE,Tepuipipratyrann
Mionectes rufiventris,Grey-hooded Flycatcher,gyhfly1,66613701,FALSE,Graukopf-Pipratyrann
Leptopogon amaurocephalus,Sepia-capped Flycatcher,secfly1,300464741,FALSE,Braunkappen-Laubtyrann
Leptopogon superciliaris,Slaty-capped Flycatcher,slcfly1,300259641,FALSE,Schieferkappen-Laubtyrann
Leptopogon albidiventer,White-bellied Flycatcher,,,FALSE,
Leptopogon rufipectus,Rufous-breasted Flycatcher,rubfly2,203932131,FALSE,Rostbrust-Laubtyrann
TITYRIDAE,Tityras and allies,,,FALSE,
Oxyruncus cristatus,Sharpbill,sharpb1,470170711,FALSE,Flammenkopfbekarde
Onychorynchus mexicanus,Northen Royal Flycatcher,,,FALSE,
Onychorynchus occidentalis,Pacific Royal Flycatcher,,,FALSE,
Onychorynchus coronatus,Amazonian Royal Flycatcher,,,FALSE,
Onychorynchus swainsoni,Atlantic Royal Flycatcher,royfly5,203979411,FALSE,
Terenotriccus erythrurus,Ruddy-tailed Flycatcher,rutfly2,603865781,FALSE,Rotschwanzbekarde
Myiobius villosus,Tawny-breasted Flycatcher,tabfly1,68678521,FALSE,Gebirgsbekarde
Myiobius sulphureipygius,Sulphur-rumped Flycatcher,surfly1,626765900,FALSE,Schwefelbürzelbekarde
Myiobius barbatus,Whiskered Flycatcher,whifly1,115758,FALSE,Gelbbauchbekarde
Myiobius atricaudus,Black-tailed Flycatcher,bltfly1,203979471,FALSE,Schwarzschwanzbekarde
Iodopleura isabellae,White-browed Purpletuft,whbpur1,50324481,FALSE,Weißbrauen-Zwergbekarde
Iodopleura fusca,Dusky Purpletuft,duspur1,142026221,FALSE,Braunkopf-Zwergbekarde
Iodopleura pipra,Buff-throated Purpletuft,butpur1,251855771,FALSE,Fahlkehl-Zwergbekarde
Tityra inquisitor,Black-crowned Tityra,blctit1,41271501,FALSE,Schwarzkappenbekarde
Tityra cayana,Western Black-tailed Tityra,blttit1,383311751,FALSE,Schwarznackenbekarde
Tityra braziliensis,Eastern Black-tailed Tityra,,,FALSE,
Tityra semifasciata,Masked Tityra,mastit1,198132201,FALSE,Weißnackenbekarde
Tityra leucura,White-tailed Tityra,whttit2,,FALSE,Schwarzkappenbekarde
Xenopsaris albinucha,White-naped Becards,whnxen1,69853,FALSE,Kappenbekarde
Pachyramphus versicolor,Barred Becard,barbec1,608680795,FALSE,Wellenbekarde
Pachyramphus xanthogenys,Yellow-cheeked Becard,,,FALSE,Gelbbrustbekarde (Gelbwangenbekarde)
Pachyramphus griseigularis,Green-cheeked Becard,,,FALSE,
Pachyramphus viridis,Green-backed Becard,grbbec1,488984711,FALSE,Gelbbrustbekarde
Pachyramphus spodiurus,Slaty Becard,slabec1,475140631,FALSE,Schieferbekarde
Pachyramphus rufus,Cinereous Becard,cinbec2,385182311,FALSE,Graubekarde
Pachyramphus minor,Pink-throated Becard,pitbec1,77946,FALSE,Rosensternbekarde
Pachyramphus aglaiae,Rose-throated Becard,rotbec,166113201,FALSE,Rosenkehlbekarde
Pachyramphus niger,Jamaican Becard,jambec1,358951561,FALSE,Jamaikabekarde
Pachyramphus homochrous,One-colored Becard,oncbec1,251725561,FALSE,Einfarbbekarde
Leptopogon taczanowskii,Inca Flycatcher,incfly1,553947651,FALSE,Graugesicht-Laubtyrann
Taeniotriccus andrei,Black-chested Tyrant,blctyr2,323159621,FALSE,Schwarzschopf-Todityrann
Cnipodectes subbrunneus,Brownish Twistwing,brofly1,112799,FALSE,Drehschwingentyrann
Cnipodectes superrufus,Rufous Twistwing,ruftwi1,31739191,FALSE,Rötel-Drehschwingentyrann
Rhynchocyclus brevirostris,Eye-ringed Flatbill,eyrfla1,20350,FALSE,Augenring-Breitschnabeltyrann
Rhynchocyclus aequinoctialis,Western Olivaceous Flatbill,olifla2,25940,FALSE,Westamazonien-Breitschnabeltyrann
Rhynchocyclus olivaceus,Eastern Olivaceous Flatbill,olifla3,117030,FALSE,Amazonien-Breitschnabeltyrann
Rhynchocyclus pacificus,Pacific Flatbill,pacfla1,627917244,FALSE,Pazifik-Breitschnabeltyrann
Rhynchocyclus fulvipectus,Fulvous-breasted Flatbill,fubfla1,600644471,FALSE,Ockerbrust-Breitschnabeltyrann
Tolmomyias sulphurescens,Yellow-olive Flatbill,yeofly1,199538,FALSE,Olivscheitel-Breitschnabeltyrann
Tolmomyias traylori,Orange-eyed Flatbill,orefly1,34313,FALSE,Orangeaugen-Breitschnabeltyrann
Tolmomyias assimilis,Yellow-margined Flatbill,yemfly1,388637621,FALSE,Flügelspiegel-Breitschnabeltyrann
Tolmomyias flavotectus,Yellow-winged Flatbill,yemfly2,381734391,FALSE,Gelbschwingen-Breitschnabeltyrann
Tolmomyias poliocephalus,Grey-crowned Flatbill,gycfly1,389466461,FALSE,Grauscheitel-Breitschnabeltyrann
Tolmomyias viridiceps,Olive-faced Flatbill,yebfly4,622735132,FALSE,Grünkopf-Breitschnabeltyrann
Tolmomyias flaviventris,Ochre-lored Flatbill,yebfly3,360610661,FALSE,Grünkopf-/Gelbbauch-Breitschnabeltyrann
Myiornis auricularis,Eared Pygmy-tyrant,eaptyr1,282255931,FALSE,Ohrfleck-Zwergtyrann
Myiornis albiventris,White-bellied Pygmy-tyrant,wbptyr1,608677494,FALSE,Weißbauch-Zwergtyrann
Myiornis atricapillus,Black-capped Pygmy-tyrant,bcptyr1,192574,FALSE,Schwarzkappen-Zwergtyrann
Myiornis ecaudatus,Short-tailed Pygmy-tyrant,stptyr1,369495141,FALSE,Stummelschwanz-Zwergtyrann
Oncostoma cinereigulare,Northern Bentbill,norben1,356416921,FALSE,Graukehl-Krummschnabeltyrann
Oncostoma olivaceum,Southern Bentbill,souben1,198732361,FALSE,Gelbkehl-Krummschnabeltyrann
Lophotriccus pileatus,Scale-crested Pygmy-tyrant,scptyr1,123832931,FALSE,Rot-Schuppenkopftyrann
Lophotriccus vitiosus,Double-banded Pygmy-tyrant,dbptyr1,203919111,FALSE,Grau-Schuppenkopftyrann
Lophotriccus eulophotes,Long-crested Pygmy-tyrant,lcptyr1,38945,FALSE,Weißbauch-Schuppenkopftyrann
Lophotriccus galeatus,Helmeted Pygmy-tyrant,heptyr1,88486,FALSE,Helm-Schuppenkopftyrann
Atalotriccus pilaris,Pale-eyed Pygmy-tyrant,peptyr1,66608,FALSE,Blassaugen-Zwergtyrann
Hemitriccus minor,Snethlage's Tody-tyrant,snttyr1,647648496,FALSE,Kleintodityrann
Hemitriccus cohnhafti,Acre Tody-tyrant,acrtot1,500542021,FALSE,Acretodityrann
Hemitriccus spodiops,Yungas Tody-tyrant,yuttyr1,17121,FALSE,Yungastodityrann
Hemitriccus flammulatus,Flamulated Bamboo-tyrant,flapyt1,121793,FALSE,Streifenbrust-Todityrann
Hemitriccus diops,Drab-breasted Bamboo-tyrant,drbpyt1,223833851,FALSE,Weißstern-Todityrann
Hemitriccus obsoletus,Brown-breasted Bamboo-tyrant,bnbpyt1,102724,FALSE,Braunbrust-Todityrann
Hemitriccus josephinae,Boat-billed Tody-tyrant,bbttyr1,321841901,FALSE,Grauwangen-Todityrann
Hemitriccus zosterops,White-eyed Tody-tyrant,wettyr1,113033,FALSE,Weißaugen-Todityrann
Hemitriccus griseipectus,White-bellied Tody-tyrant,whbtot1,88409,FALSE,Weißbauch-Todityrann
Hemitriccus orbitatus,Eye-ringed Tody-tyrant,erttyr1,56040061,FALSE,Augenring-Todityrann
Hemitriccus iohannis,Joao's Tody-tyrant,jottyr1,35558,FALSE,Braunzügel-Todityrann
Hemitriccus striaticollis,Stripe-necked Tody-tyrant,snttyr2,117139,FALSE,Streifenkehl-Todityrann
Hemitriccus nidipendulus,Hangnest Tody-tyrant,hattyr1,293427,FALSE,Grünrücken-Todityrann
Hemitriccus margaritaceiventer,Pearly-vented Tody-tyrant,pvttyr1,212397,FALSE,Perlbauch-Todityrann
Hemitriccus inornatus,Pelzeln's Tody-tyrant,pettyr1,203984201,FALSE,Pelzelntodityrann
Hemitriccus minimus,Zimmer's Tody-tyrant,zittyr1,375483261,FALSE,Zwergtodityrann
Hemitriccus granadensis,Black-throated Tody-tyrant,btttyr1,68131481,FALSE,Schwarzkehl-Todityrann
Hemitriccus cinnamomeipectus,Cinnamon-breasted Tody-tyrant,cbttyr1,74342211,FALSE,Zimtbrust-Todityrann
Hemitriccus mirandae,Buff-breasted Tody-tyrant,bbttyr2,509606791,FALSE,Ockerbauch-Todityrann
Hemitriccus kaempferi,Kaempfer's Tody-tyrant,kattyr1,203984211,FALSE,Ockerbrust-Todityrann
Hemitriccus rufigullaris,Buff-throated Tody-tyrant,btttyr2,87895,FALSE,
Hemitriccus furcatus,Fork-tailed Tody-tyrant,fotpyt1,471474421,FALSE,Gabelschwanz-Todityrann
Poecilotriccus ruficeps,Rufous-crowned Tody- flycatcher,rcttyr1,203699291,FALSE,Rostkappen-Todityrann
Poecilotriccus luluae,Lulu's Tody- flycatcher,johtot1,74343731,FALSE,Lulutodityrann
Poecilotriccus albifacies,White-cheeked Tody- flycatcher,wcttyr1,135109,FALSE,Weißwangen-Todityrann
Poecilotriccus capitalis,Black-and-white Tody- flycatcher,bawtyr1,34355,FALSE,Schwarzweiß-Todityrann
Poecilotriccus senex,Buff-cheeked Tody- flycatcher,buctof1,127701,FALSE,Ockerwangen-Todityrann
Poecilotriccus russatus,Ruddy Tody-flycatcher,rudtof1,388465941,FALSE,Rostgesicht-Todityrann
Poecilotriccus plumbeiceps,Ochre-faced Tody-flycatcher,ocftof1,132567,FALSE,Ockergesicht-Todityrann
Poecilotriccus fumifrons,Smoky-fronted Tody-flycatcher,smftof1,203955431,FALSE,Graustirn-Todityrann
Poecilotriccus latirostris,Rusty-fronted Tody-flycatcher,ruftof1,531976721,FALSE,Rostzügel-Todityrann
Poecilotriccus sylvia,Slate-headed Tody-flycatcher,shtfly1,226849561,FALSE,Graukopf-Todityrann
Poecilotriccus calopterus,Golden-winged Tody-flycatcher,gowtof1,408117551,FALSE,Goldflügel-Todityrann
Poecilotriccus pulchellus,Black-backed Tody-flycatcher,bkbtof1,533235091,FALSE,Weißzügel-Todityrann
Todirostrum maculatum,Spotted Tody-flycatcher,sptfly1,45595,FALSE,Fleckenbrust-Todityrann
Todirostrum poliocephalum,Yellow-lored Tody-flycatcher,gyhtof1,203984241,FALSE,Gelbzügel-Todityrann
Todirostrum cinereum,Common Tody-flycatcher,cotfly1,211086171,FALSE,Graugelb-Todityrann
Todirostrum viridanum,Maracaibo Tody-flycatcher,matfly1,405715871,FALSE,Kurzschwanz-Todityrann
Todirostrum nigriceps,Black-headed Tody-flycatcher,bhtfly1,621089412,FALSE,Schwarzkopf-Todityrann
Todirostrum pictum,Painted Tody-flycatcher,patfly1,203953811,FALSE,Schwarzflecken-Todityrann
Todirostrum chrysocrotaphum,Yellow-browed Tody-flycatcher,ybtfly1,610061191,FALSE,Goldbrauen-Todityrann
Myiotriccus phoenicurus,Eastern Ornate Flycatcher,,,FALSE,Schmucktyrann (phoenicurus/aureiventris)
Myiotriccus ornatus,Western Ornate Flycatcher,ornfly1,635485074,FALSE,Schmucktyrann
Nephelomyias pulcher,Handsome Flycatcher,hanfly1,225151831,FALSE,Graukronen-Schnäppertyrann
Nephelomyias lintoni,Orange-banded Flycatcher,orbfly1,652079369,FALSE,Orangeband-Schnäppertyrann
Nephelomyias ochraceiventris,Ochraceous-breasted Flycatcher,ocbfly2,74348611,FALSE,Ockerhals-Schnäppertyrann
Pyrrhomyias cinnamomeus,Cinnamon Flycatcher,cinfly2,203932121,FALSE,Zimttyrann
Hirundinea bellicosa,Swallow Flycatcher,,,FALSE,Schwalbentyrann (bellicosa/pallidior)
Hirundinea ferruginea,Cliff Flycatcher,clifly1,361135701,FALSE,Schwalbentyrann
Zimmerius cinereicapilla,Red-billed Tyrannulet,rebtyr2,74341231,FALSE,Purpurschnabel-Kleintyrann
Zimmerius villarejoi,Michana Tyrannulet,mistyr1,629678641,FALSE,Mishana-Kleintyrann
Zimmerius chicomendesi,Chico's Tyrannulet,chityr1,468724301,FALSE,Grünkleintyrann
Zimmerius vilissimus,Paltry Tyrannulet,paltyr2,649182225,FALSE,Weißstreif-Kleintyrann
Zimmerius parvus,Mistletoe Tyrannulet,paltyr3,205764,FALSE,Hellbauch-Kleintyrann
Zimmerius petersi,Venezuelan Tyrannulet,paltyr5,66650,FALSE,Mirandakleintyrann
Zimmerius improbus,Mountain Tyrannulet,paltyr4,617731985,FALSE,Küstenkordilleren-Kleintyrann
Zimmerius chrysops,Golden-faced Tyrannulet,goftyr1,550525611,FALSE,Goldgesicht-Kleintyrann
Zimmerius albigularis,Choco Tyrannulet,chotyr1,308015001,FALSE,Chocókleintyrann
Zimmerius viridiflavus,Peruvian Tyrannulet,pertyr1,49433,FALSE,Gelbstreif-Kleintyrann
Zimmerius gracilipes,Slender-footed Tyrannulet,slftyr1,386020371,FALSE,Schlankfuß-Kleintyrann
Zimmerius acer,Guianan Tyrannulet,guityr1,77949,FALSE,Guayanakleintyrann
Zimmerius bolivianus,Bolivian Tyrannulet,boltyr1,17119,FALSE,Olivkleintyrann
Stigmatura napensis,Lesser Wagtail-tyrant,lewtyr1,61613421,FALSE,Nordstelzentyrann
Stigmatura bahiae,Bahia Wagtail-tyrant,leswat2,509612191,FALSE,Bahiastelzentyrann
Stigmatura budytoides,Greater Wagtail-tyrant,grwtyr1,169780771,FALSE,Südstelzentyrann
Inezia tenuirostris,Slender-billed Tyrannulet,slbtyr1,46894011,FALSE,Olivbraun-Tachurityrann
Inezia inornata,Plain Tyrannulet,platyr1,46426,FALSE,Grauscheitel-Tachurityrann
Inezia subflava,Amazonian Tyrannulet,amatyr1,31748551,FALSE,Braunscheitel-Tachurityrann
Inezia caudata,Pale-tipped Tyrannulet,pattyr3,66636,FALSE,Blaßspitzen-Tachurityrann
Euscarthmus meloryphus,Tawny-crowned Pygmy-tyrant,tacpyt1,66612,FALSE,Graubrust-Zwergtyrann
Euscarthmus fulviceps,Tawny-fronted Pygmy-tyrant,tacpyt2,11034,FALSE,Ockerstirn-Zwergtyrann
Euscarthmus rufomarginatus,Rufous-sided Pygmy-tyrant,rsptyr1,103440,FALSE,Weißkehl-Zwergtyrann
Ornithion semiflavum,Yellow-bellied Tyrannulet,yebtyr1,630759185,FALSE,Gelbbauch-Kleintyrann
Ornithion brunneicapillus,Brown-capped Tyrannulet,brctyr,66663,FALSE,Braunkappen-Kleintyrann
Ornithion inerme,White-lored Tyrannulet,whltyr1,385049881,FALSE,Weißzügel-Kleintyrann
Camptostoma imberbe,Northern Beardless Tyrannulet,nobtyr,174983441,FALSE,Blasskleintyrann
Camptostoma obsoletum,Southern Beardless Tyrannulet,sobtyr1,69870,FALSE,Haubenkleintyrann
Elaenia ruficeps,Rufous-crowned Elaenia,rucela1,388990831,FALSE,Rostnacken-Olivtyrann
Elaenia cristata,Plain-crested Elaenia,plcela1,247050721,FALSE,Braunscheitel-Olivtyrann
Elaenia gigas,Mottle-backed Elaenia,mobela1,635143712,FALSE,Schuppenolivtyrann
Elaenia dayi,Great Elaenia,greela1,251794921,FALSE,Riesenolivtyrann
Elaenia sordida,Brazilian Elaenia,higela3,294493601,FALSE,Paranáolivtyrann
Elaenia obscura,Highland Elaenia,higela2,611498896,FALSE,Hochland-Olivtyrann
Elaenia strepera,Slaty Elaenia,slaela1,132577,FALSE,Schieferolivtyrann
Elaenia flavogaster,Yellow-bellied Elaenia,yebela1,7433,FALSE,Gelbbauch-Olivtyrann
Elaenia parvirostris,Small-billed Elaenia,smbela1,19552,FALSE,Dreibinden-Olivtyrann
Elaenia pelzelni,Brownish Elaenia,broela1,203984121,FALSE,Braunolivtyrann
Elaenia spectabilis,Large Elaenia,larela1,510904281,FALSE,Graubrust-Olivtyrann
Elaenia ridleyana,Noronha Elaenia,norela1,203984101,FALSE,Noronha-Olivtyrann
Elaenia brachyptera,Coopman's Elaenia,cooela1,621765417,FALSE,Braunrücken-Olivtyrann
Elaenia chiriquensis,Lesser Elaenia,lesela1,278670081,FALSE,Grauwangen-Olivtyrann
Elaenia mesoleuca,Olivaceous Elaenia,oliela1,389534381,FALSE,Schlichtolivtyrann
Elaenia pallatangae,Sierran Elaenia,sieela3,523407511,FALSE,Sierraolivtyrann
Elaenia olivina,Tepui Elaenia,sieela2,300107121,FALSE,Tepuiolivtyrann
Elaenia albiceps,White-crested Elaenia,whcela1,325599701,FALSE,Weißkronen-Olivtyrann
Elaenia frantzii,Mountain Elaenia,mouela1,46236231,FALSE,Nordanden-Olivtyrann
Elaenia martinica,Caribbean Elaenia,carela1,188040,FALSE,Weißkinn-Olivtyrann
Elaenia cherrieri,Hispaniolan Elaenia,graela4,163155001,FALSE,
Elaenia fallax,Greater Antillean Elaenia,graela3,164928,FALSE,Jamaikaolivtyrann
Tyrannulus elatus,Yellow-crowned Tyrannulet,yectyr1,414481161,FALSE,Gelbscheitel-Olivtyrann
Myiopagis caniceps,Atlantic Grey Elaenia,gryela3,244641631,FALSE,Grauolivtyrann
Myiopagis cinerea,Amazonian Grey Elaenia,gryela2,112809,FALSE,Graurücken-Olivtyrann
Myiopagis parambae,Choco Grey Elaenia,gryela1,424729841,FALSE,Chocóolivtyrann
Myiopagis olallai,Foothill Elaenia,fooela1,69328991,FALSE,Vorgebirgs-Olivtyrann
Myiopagis gaimardii,Forest Elaenia,forela1,626223291,FALSE,Weißscheitel-Olivtyrann
Myiopagis subplacens,Pacific Elaenia,pacela1,257867301,FALSE,Weißbrauen-Olivtyrann
Myiopagis flavivertex,Yellow-crowned Elaenia,yecela1,203932101,FALSE,Goldscheitel-Olivtyrann
Myiopagis viridicata,Greenish Elaenia,greela,157755461,FALSE,Grünolivtyrann
Myiopagis cotta,Small Jaimaican Elaenia,jamela1,559897721,FALSE,Weißkehl-Olivtyrann
Suiriri suiriri,Suiriri Flycatcher,suifly1,217069,FALSE,Grauscheitel-Olivtyrann
Suiriri affinis,Chapada Flycatcher,chafly3,191473941,FALSE,
Capsiempis flaveola,Yellow Tyrannulet,yeltyr1,249967911,FALSE,Zitronentyrann
Phyllomyias fasciatus,Planalto Tyrannulet,platyr2,211886501,FALSE,Planaltokleintyrann
Phyllomyias weedeni,Yungas Tyrannulet,yuntyr1,132741,FALSE,Yungaskleintyrann
Phyllomyias burmeisteri,Rough-legged Tyrannulet,roltyr3,172661571,FALSE,
